"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold1","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",4,10,12,5,4,4,0,0.916290731874155,1.09861228866811,0.22314355131421,0,0
"2","LOC111099030",10,18,11,7,NA,NA,0,0.587786664902119,0.0953101798043249,-0.356674943938732,NA,NA
"3","LOC111099031",34,7,5.66666666666667,7.33333333333333,6.66666666666667,3.66666666666667,0,-1.58045037556085,-1.79175946922805,-1.53393035992596,-1.62924053973028,-2.2270775404859
"4","LOC111099032",21,84,NA,NA,NA,NA,0,1.38629436111989,NA,NA,NA,NA
"5","LOC111099033",32,49,21,28,13,30,0,0.4260843953109,-0.421213465076304,-0.133531392624523,-0.90078654533819,-0.0645385211375712
"6","LOC111099034",12,19,27,143,NA,NA,0,0.45953232937844,0.810930216216329,2.47793798047191,NA,NA
"7","LOC111099035",11,13,9,20,20,43,0,0.167054084663166,-0.200670695462151,0.59783700075562,0.59783700075562,1.36330484289519
"8","LOC111099036",13.5,14,11,4,51,15,0,0.0363676441708748,-0.204794412646013,-1.21639532432449,1.32913594727994,0.105360515657826
"9","LOC111099037",64,509,NA,NA,NA,NA,0,2.07356493319085,NA,NA,NA,NA
"10","LOC111099038",15,7,NA,NA,NA,NA,0,-0.762140052046897,NA,NA,NA,NA
"11","LOC111099039",19,32,NA,NA,NA,NA,0,0.521296923633286,NA,NA,NA,NA
"12","LOC111099040",37.44,26.28,43.52,19.2,7.64,15.4,0,-0.353931457992981,0.150480950938296,-0.667829372575655,-1.58934204843096,-0.888372142189808
"13","LOC111099041",27,32,31,45,31,42,0,0.169899036795397,0.138150338480817,0.510825623765991,0.138150338480817,0.441832752279039
"14","LOC111099042",6,7,48,9,NA,NA,0,0.154150679827258,2.07944154167984,0.405465108108164,NA,NA
"15","LOC111099043",60,95.5,89,63.5,115.5,169,0,0.464781685264584,0.394291807510039,0.0566953436765453,0.654925967739748,1.03555415270097
"16","LOC111099044",29,28,27,NA,NA,NA,0,-0.0350913198112701,-0.071458963982145,NA,NA,NA
"17","LOC111099045",16,22,27,21,35,31,0,0.318453731118535,0.523248143764548,0.271933715483642,0.782759339249632,0.661398482245365
"18","LOC111099046",7,7,8.5,9.75,9,9.5,0,0,0.194156014440957,0.331357135954442,0.251314428280906,0.305381649551182
"19","LOC111099047",13.4285714285714,16,22.7142857142857,20.2857142857143,25,26.1428571428571,0,0.175204089025091,0.525609419950228,0.412532275331257,0.62149119165351,0.666191370571417
"20","LOC111099048",23,7,8,11,NA,NA,0,-1.18958406687384,-1.05605267424931,-0.737598943130779,NA,NA
"21","LOC111099049",1,2.5,12,4,NA,NA,0,0.916290731874155,2.484906649788,1.38629436111989,NA,NA
"22","LOC111099050",24,19,15,14,21,6,0,-0.233614851181505,-0.470003629245736,-0.538996500732687,-0.133531392624523,-1.38629436111989
"23","LOC111099051",33,37,NA,NA,NA,NA,0,0.114410351177744,NA,NA,NA,NA
"24","LOC111099052",38,37,64,28,33,NA,0,-0.0266682470821613,0.521296923633286,-0.305381649551182,-0.141078598259905,NA
"25","LOC111099053",27,55,42,76,52,115,0,0.711496319228142,0.441832752279039,1.034896474282,0.655406852577098,1.44909526235892
"26","LOC111099054",90,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"27","LOC111099055",51,8,11,17,5,22,0,-1.85238409104449,-1.53393035992596,-1.09861228866811,-2.32238772029023,-0.84078317936601
"28","LOC111099056",10.3333333333333,67,23,16,10,10,0,1.86931770357393,0.800119300112113,0.437213806422745,-0.032789822822991,-0.032789822822991
"29","LOC111099057",9,50,NA,NA,NA,NA,0,1.71479842809193,NA,NA,NA,NA
"30","LOC111099058",61,25,46,NA,NA,NA,0,-0.89199803930511,-0.282232467684216,NA,NA,NA
"31","LOC111099059",11,48,19,53,NA,NA,0,1.47330573810952,0.54654370636807,1.57239664075375,NA,NA
"32","LOC111099060",7,12,9,37,25,34,0,0.538996500732687,0.251314428280906,1.66500776358891,1.27296567581289,1.58045037556085
"33","LOC111099061",24,28,34,31,NA,NA,0,0.154150679827258,0.348306694268216,0.255933374137201,NA,NA
"34","LOC111099062",16,17,44,28,19,11,0,0.0606246218164348,1.01160091167848,0.559615787935423,0.171850256926659,-0.374693449441411
"35","LOC111099063",15,25,21,28,18,15,0,0.510825623765991,0.336472236621213,0.624154309072994,0.182321556793955,0
"36","LOC111099064",12,16,2,27,28,24,0,0.287682072451781,-1.79175946922805,0.810930216216329,0.847297860387204,0.693147180559945
"37","LOC111099065",32,50,85,140,25,186,0,0.44628710262842,0.97691535369059,1.47590651980958,-0.246860077931526,1.76001077091347
"38","LOC111099066",4.5,17,14,26,NA,NA,0,1.32913594727994,1.13497993283898,1.75401914124521,NA,NA
"39","LOC111099067",26,55,30,35,30,24,0,0.749236647210989,0.143100843640673,0.297251523467932,0.143100843640673,-0.0800427076735364
"40","LOC111099068",31,57.5,45,48,50.5,NA,0,0.617797743318159,0.372675285285174,0.437213806422745,0.487986131796168,NA
"41","LOC111099069",7,13,10,7,12,14,0,0.619039208406224,0.356674943938732,0,0.538996500732687,0.693147180559945
"42","LOC111099070",13,20,32,16,16,3,0,0.430782916092454,0.90078654533819,0.207639364778245,0.207639364778245,-1.46633706879343
"43","LOC111099071",30,37,38,60,NA,NA,0,0.209720530982069,0.23638877806423,0.693147180559945,NA,NA
"44","LOC111099072",13,22,8,3,5,11,0,0.526093095896779,-0.485507815781701,-1.46633706879343,-0.955511445027436,-0.167054084663166
"45","LOC111099073",22,29,44,20,31,8,0,0.276253376628158,0.693147180559945,-0.0953101798043249,0.34294475112683,-1.01160091167848
"46","LOC111099074",9,4,7,7,2,0,0,-0.810930216216329,-0.251314428280906,-0.251314428280906,-1.50407739677627,NA
"47","LOC111099075",13,32,16,NA,NA,NA,0,0.90078654533819,0.207639364778245,NA,NA,NA
"48","LOC111099076",46,53.5,48,28,38,NA,0,0.151040257412866,0.0425596144187959,-0.496436886313891,-0.191055236762709,NA
"49","LOC111099077",101,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"50","LOC111099078",12.2,13,13,14,12,12,0,0.0635134057223259,0.0635134057223259,0.137621377876048,-0.0165293019512105,-0.0165293019512105
"51","LOC111099079",4,32,63,20,20,20,0,2.07944154167984,2.75684036527164,1.6094379124341,1.6094379124341,1.6094379124341
"52","LOC111099080",5,101,13,17,27,26,0,3.00568260440716,0.955511445027436,1.22377543162212,1.68639895357023,1.64865862558738
"53","LOC111099081",23,33,36,55,NA,NA,0,0.36101334553733,0.44802472252696,0.871838969303321,NA,NA
"54","LOC111099082",259,120,67,NA,NA,NA,0,-0.769336318917492,-1.35213544230857,NA,NA,NA
"55","LOC111099083",96,36,178,NA,NA,NA,0,-0.980829253011726,0.617435358824249,NA,NA,NA
"56","LOC111099084",4.66666666666667,5,4,3.33333333333333,2,NA,0,0.0689928714869514,-0.154150679827258,-0.336472236621213,-0.847297860387204,NA
"57","LOC111099085",7,4,4,NA,NA,NA,0,-0.559615787935423,-0.559615787935423,NA,NA,NA
"58","LOC111099086",4,4,4,NA,NA,NA,0,0,0,NA,NA,NA
"59","LOC111099087",7.75,10.25,8,8.75,8.75,10.5,0,0.279584862219162,0.0317486983145803,0.121360857004268,0.121360857004268,0.303682413798222
"60","LOC111099088",45,411,250,66,NA,NA,0,2.21193072472592,1.71479842809193,0.382992252256106,NA,NA
"61","LOC111099089",17,21,NA,NA,NA,NA,0,0.211309093667207,NA,NA,NA,NA
"62","LOC111099090",26,5,1,6,0,4,0,-1.64865862558738,-3.25809653802148,-1.46633706879343,NA,-1.87180217690159
"63","LOC111099091",25,1,3,10,1,8,0,-3.2188758248682,-2.12026353620009,-0.916290731874155,-3.2188758248682,-1.13943428318836
"64","LOC111099092",36,22,29,21,29,38,0,-0.492476485097794,-0.216223108469636,-0.538996500732687,-0.216223108469636,0.0540672212702758
"65","LOC111099093",364,819,561,472,776,606,0,0.810930216216329,0.432567037885956,0.259825117948815,0.756998652546478,0.509726118432574
"66","LOC111099094",24,39,NA,NA,NA,NA,0,0.485507815781701,NA,NA,NA,NA
"67","LOC111099095",30,42,70,32,74,55,0,0.336472236621213,0.847297860387204,0.0645385211375712,0.902867711542014,0.606135803570315
"68","LOC111099096",2,3,7,9,2,1,0,0.405465108108164,1.25276296849537,1.50407739677627,0,-0.693147180559945
"69","LOC111099097",16.6666666666667,57,18,10,9,7,0,1.22964055107451,0.0769610411361282,-0.510825623765991,-0.616186139423817,-0.867500567704723
"70","LOC111099098",31,22,NA,NA,NA,NA,0,-0.34294475112683,NA,NA,NA,NA
"71","LOC111099099",19,68,NA,NA,NA,NA,0,1.27506872600967,NA,NA,NA,NA
"72","LOC111099101",59,28,32,26,17,28,0,-0.745332933730515,-0.611801541105993,-0.819440905884237,-1.2443240998495,-0.745332933730515
"73","LOC111099102",31,19,22,43,76,21,0,-0.489548225318706,-0.34294475112683,0.327212911208416,0.896746135801185,-0.389464766761723
"74","LOC111099103",5,6,8,9,29,28,0,0.182321556793955,0.470003629245736,0.587786664902119,1.75785791755237,1.7227665977411
"75","LOC111099104",39,265,83,74,17,57,0,1.91616817985658,0.755278961666952,0.640503447074523,-0.83034830207343,0.379489621704904
"76","LOC111099105",25,27,15,16,15,44,0,0.0769610411361284,-0.510825623765991,-0.446287102628419,-0.510825623765991,0.56531380905006
"77","LOC111099106",10.75,13.5,44.5,70,NA,NA,0,0.227783930870712,1.42058343459852,1.87358948747569,NA,NA
"78","LOC111099107",19,91,NA,NA,NA,NA,0,1.56642052735041,NA,NA,NA,NA
"79","LOC111099108",576,1596,NA,NA,NA,NA,0,1.01914811731386,NA,NA,NA,NA
"80","LOC111099109",54,74,119,80,NA,NA,0,0.315081046639895,0.790139446547255,0.393042588109607,NA,NA
"81","LOC111099110",36,19,23,NA,NA,NA,0,-0.63907995928967,-0.44802472252696,NA,NA,NA
"82","LOC111099111",48,13,22,NA,NA,NA,0,-1.30625165344635,-0.780158557549575,NA,NA,NA
