"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold1","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",8,83,87,26,45,87,0,2.33939906611676,2.38646657697475,1.17865499634165,1.72722094809048,2.38646657697475
"2","LOC111099030",7,13,8,8,NA,NA,0,0.619039208406224,0.133531392624523,0.133531392624523,NA,NA
"3","LOC111099031",0,0,0,0.333333333333333,0.666666666666667,0,NA,NA,NA,NA,NA,NA
"4","LOC111099032",3,7,NA,NA,NA,NA,0,0.847297860387204,NA,NA,NA,NA
"5","LOC111099033",44,58,10,9,7,10,0,0.276253376628158,-1.48160454092422,-1.58696505658204,-1.83827948486295,-1.48160454092422
"6","LOC111099034",48,65,72,82,NA,NA,0,0.303186258987746,0.405465108108164,0.535518236356362,NA,NA
"7","LOC111099035",60,66,70,134,168,235,0,0.0953101798043249,0.154150679827258,0.803495237728811,1.02961941718116,1.36524095192206
"8","LOC111099036",15,16.5,30,23,81,44,0,0.0953101798043249,0.693147180559945,0.42744401482694,1.68639895357023,1.07613943281605
"9","LOC111099037",0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","LOC111099038",1,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"11","LOC111099039",6,3,NA,NA,NA,NA,0,-0.693147180559945,NA,NA,NA,NA
"12","LOC111099040",70.64,40.72,18.92,20.36,8.56,2.96,0,-0.550877184053437,-1.31737699267197,-1.24402436461338,-2.11049636614205,-3.17240728795974
"13","LOC111099041",19,43,45.5,100,40,42,0,0.816761136527122,0.873273346790464,1.66073120682165,0.744440474947496,0.793230639116928
"14","LOC111099042",4,0,3,3,NA,NA,0,NA,-0.287682072451781,-0.287682072451781,NA,NA
"15","LOC111099043",15,21.5,11.5,6,10,17,0,0.360002734031407,-0.265703165733006,-0.916290731874155,-0.405465108108164,0.125163142954006
"16","LOC111099044",19,20,19,NA,NA,NA,0,0.0512932943875505,0,NA,NA,NA
"17","LOC111099045",354,407,531,417,218,411,0,0.13951627230882,0.405465108108164,0.163789308665027,-0.484801850344685,0.14929630136246
"18","LOC111099046",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"19","LOC111099047",21.8571428571429,43.1428571428571,115.285714285714,68.2857142857143,83.8571428571429,105,0,0.679989095982434,1.66288574687751,1.13917281109902,1.34458689843566,1.5694325778204
"20","LOC111099048",10,7,12,8,NA,NA,0,-0.356674943938732,0.182321556793955,-0.22314355131421,NA,NA
"21","LOC111099049",0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"22","LOC111099050",55,54,52,26,44,37,0,-0.0183491386681965,-0.0560894666510436,-0.749236647210989,-0.22314355131421,-0.396415272588246
"23","LOC111099051",214,167,NA,NA,NA,NA,0,-0.247982202605096,NA,NA,NA,NA
