"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",2,8,7,2,2,2,1.38629436111989,1.25276296849537,0,0,0
"2","LOC111099033",67,98,53,46,24,40,0.380274859279606,-0.234400705838844,-0.376051222901871,-1.02663878904302,-0.51581316527703
"3","LOC111099034",6,9,13,31,NA,NA,0.405465108108164,0.773189888233482,1.64222773525709,NA,NA
"4","LOC111099035",12,25,24,36,66,111,0.733969175080201,0.693147180559945,1.09861228866811,1.70474809223843,2.22462355152433
"5","LOC111099036",44.5,36,60,28,299,236,-0.211970250716085,0.298855373049906,-0.463284678996991,1.90495438421849,1.66834261585342
"6","LOC111099040",251.76,257.72,214.92,178.08,43.48,66.8,0.0233974715142904,-0.158210386895531,-0.346243365228917,-1.75617519050314,-1.32677317221355
"7","LOC111099041",3,65,76,86,20,27,3.07577498122753,3.23212105161822,3.3557350075854,1.89711998488588,2.19722457733622
"8","LOC111099043",0,34.5,31.5,10,30.5,53,NA,NA,NA,NA,NA
"9","LOC111099044",10,15,13,NA,NA,NA,0.405465108108164,0.262364264467491,NA,NA,NA
"10","LOC111099045",36,39,85,118,54,97,0.0800427076735364,0.859132318034206,1.18716568600955,0.405465108108164,0.991192040047273
"11","LOC111099047",37.1428571428571,98.1428571428571,243.142857142857,137,184.571428571429,184.857142857143,0.971652661206821,1.87887767811779,1.30520944386791,1.60326505332702,1.60481184404532
"12","LOC111099048",5,5,6,6,NA,NA,0,0.182321556793955,0.182321556793955,NA,NA
"13","LOC111099050",78,78,93,90,64,44,0,0.175890666463664,0.143100843640673,-0.19782574332992,-0.572519192771331
"14","LOC111099051",25,22,NA,NA,NA,NA,-0.127833371509885,NA,NA,NA,NA
"15","LOC111099052",205,140,173,185,160,NA,-0.381367556529104,-0.169718384640629,-0.102654154060083,-0.247836163904581,NA
"16","LOC111099053",208,418,388,595,432,606,0.697943352823438,0.623467259921956,1.05102332584431,0.730887508542792,1.069341906368
"17","LOC111099056",3.66666666666667,61,54,40,17,8,2.81159088004305,2.68970106243401,2.38959646998368,1.53393035992596,0.780158557549575
"18","LOC111099060",7,7,13,25,19,21,0,0.619039208406224,1.27296567581289,0.998528830111127,1.09861228866811
"19","LOC111099062",28,38,76,49,17,16,0.305381649551182,0.998528830111127,0.559615787935423,-0.498991166118988,-0.559615787935423
"20","LOC111099063",16,85,85,82,56,67,1.67006253425054,1.67006253425054,1.63413052502447,1.25276296849537,1.43210389715118
"21","LOC111099064",10,19,28,38,36,65,0.641853886172395,1.02961941718116,1.33500106673234,1.28093384546206,1.87180217690159
"22","LOC111099065",15,13,78,74,54,135,-0.143100843640673,1.64865862558738,1.59601489210196,1.28093384546206,2.19722457733622
"23","LOC111099067",102,146,111,141,203,98,0.358633808424065,0.084557388028063,0.323787077093897,0.688233165757516,-0.0400053346136991
"24","LOC111099068",41,129,77,78,55,NA,1.14624033765736,0.630233355149376,0.643136759985284,0.293761118528163,NA
"25","LOC111099069",3,4,3,3,3,3,0.287682072451781,0,0,0,0
"26","LOC111099070",24.2,72,35,40,45,47,1.09031348585341,0.368995428326773,0.502526820951296,0.620309856607679,0.663794968547418
"27","LOC111099071",40,112,82,147,NA,NA,1.02961941718116,0.717839793150317,1.3015531326648,NA,NA
"28","LOC111099073",92,160,251,75,115,98,0.553385238184787,1.00366436208274,-0.20430046351273,0.22314355131421,0.0631789016215317
"29","LOC111099076",2,5,2,2,2,NA,0.916290731874155,0,0,0,NA
"30","LOC111099079",50,127,243,81,78,74,0.932164081030445,1.5810384379124,0.482426149244293,0.444685821261446,0.392042087776024
"31","LOC111099080",4,5,5,4,4,5,0.22314355131421,0.22314355131421,0,0,0.22314355131421
"32","LOC111099081",146,234,211.5,312,NA,NA,0.471714493649365,0.370618376777996,0.759396566101146,NA,NA
"33","LOC111099082",20,8,13,NA,NA,NA,-0.916290731874155,-0.430782916092454,NA,NA,NA
"34","LOC111099083",8,1,20,NA,NA,NA,-2.07944154167984,0.916290731874155,NA,NA,NA
"35","LOC111099088",297,2579,1526.5,519,NA,NA,2.16142486707865,1.63700067337223,0.558171744363189,NA,NA
"36","LOC111099091",3,3,3,3,3,3,0,0,0,0,0
"37","LOC111099092",19,22,32,28,87,78,0.146603474191875,0.521296923633286,0.387765531008763,1.52146913948814,1.41226984752315
"38","LOC111099093",29,59,48,41,53,42,0.710241613919245,0.503905180921417,0.346276236717834,0.602996083565648,0.370373788296894
"39","LOC111099095",40,40,53,28,60,62,0,0.281412459438185,-0.356674943938732,0.405465108108164,0.438254930931155
"40","LOC111099097",14.3333333333333,69,62,51,29,29,1.57151867757181,1.46454655801964,1.26923780569887,0.704708002961021,0.704708002961021
"41","LOC111099098",17,20,NA,NA,NA,NA,0.162518929497775,NA,NA,NA,NA
"42","LOC111099101",397,174,163,125,108,89,-0.824880981472661,-0.890186079880428,-1.15562254338489,-1.30180505356297,-1.49529991095505
"43","LOC111099102",91,81,66,140,210,52,-0.116410351844411,-0.321204764490425,0.430782916092454,0.836248024200619,-0.559615787935423
"44","LOC111099104",163,1017,185,130,63,162,1.8308621952418,0.126605624271563,-0.22621575035118,-0.95061547441523,-0.00615386557437822
"45","LOC111099105",11,13,21,27,31,71,0.167054084663166,0.646627164925052,0.897941593205959,1.03609193168678,1.86478460424294
"46","LOC111099106",4.5,14.25,43.5,57,NA,NA,1.15267950993839,2.26868354131836,2.53897387105828,NA,NA
