"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",2,7,61,12,3,4,1.25276296849537,3.41772668361337,1.79175946922805,0.405465108108164,0.693147180559945
"2","LOC111099033",48,57,72,80,18,66,0.171850256926659,0.405465108108164,0.510825623765991,-0.980829253011726,0.318453731118535
"3","LOC111099034",53,39,55,161,NA,NA,-0.306730267422475,0.0370412716803491,1.11111245143234,NA,NA
"4","LOC111099035",44,47,36,44,48,35,0.0659579677917974,-0.200670695462151,0,0.0870113769896297,-0.228841572428848
"5","LOC111099036",42,37.5,61,8,304,171,-0.113328685307003,0.373204245889943,-1.65822807660353,1.97935808312285,1.40399393821929
"6","LOC111099040",116.76,37.2,34.8,20.52,15.04,37.84,-1.14381178470681,-1.21050315920549,-1.73872052568335,-2.04940722746422,-1.12675380180224
"7","LOC111099041",78,114,83.5,368,102,143,0.379489621704904,0.068137805167218,1.55137411147934,0.268263986594679,0.606135803570315
"8","LOC111099043",250,446.5,318,149.5,324,489,0.579978482454307,0.24059046491793,-0.514164525031505,0.259282597930083,0.670901571612626
"9","LOC111099044",135,166,192,NA,NA,NA,0.206713009918114,0.352220593589352,NA,NA,NA
"10","LOC111099045",84,44,108,91,60,57,-0.646627164925052,0.251314428280906,0.0800427076735364,-0.336472236621213,-0.387765531008763
"11","LOC111099047",49.2857142857143,23.5714285714286,36.5714285714286,45.2857142857143,96.1428571428571,53.8571428571429,-0.737598943130779,-0.298366972551797,-0.0846426431540792,0.668200912613368,0.0887007704166511
"12","LOC111099048",120,28,9,105,NA,NA,-1.45528723260684,-2.59026716544583,-0.133531392624523,NA,NA
"13","LOC111099050",56,11,59,49,56,18,-1.62745641793678,0.0521857531705702,-0.133531392624523,0,-1.13497993283898
"14","LOC111099051",84,67,NA,NA,NA,NA,-0.226124179452348,NA,NA,NA,NA
"15","LOC111099052",112,108,190,96,122,NA,-0.0363676441708748,0.528525200865392,-0.154150679827258,0.0855221734381619,NA
"16","LOC111099053",40,53,20,42,34,48,0.281412459438185,-0.693147180559945,0.048790164169432,-0.162518929497775,0.182321556793955
"17","LOC111099056",33.6666666666667,121,40,30,23,21,1.27928231742359,0.172371225940787,-0.115310846510994,-0.381014012244,-0.471985790449727
"18","LOC111099060",12,7,33,67,68,102,-0.538996500732687,1.01160091167848,1.71978596960297,1.73460105538811,2.14006616349627
"19","LOC111099062",48,50,87,43,42,19,0.0408219945202552,0.594707107746693,-0.110000895214328,-0.133531392624523,-0.926762031741451
"20","LOC111099063",27,67,29,31,32,53,0.908855753386637,0.071458963982145,0.138150338480817,0.169899036795397,0.674455047547793
"21","LOC111099064",60,107,66,61,116,124,0.578484272239806,0.0953101798043249,0.0165293019512105,0.659245628884264,0.725937003382936
"22","LOC111099065",223.5,184,147,509,67,710,-0.194475656444638,-0.418978827274887,0.823036602496899,-1.20471879466266,1.15585355598174
"23","LOC111099067",35,90,24,60,111,40,0.944461608840852,-0.377294231141468,0.538996500732687,1.15418213982292,0.133531392624523
"24","LOC111099068",78,292,114,150,173.5,NA,1.32004497557869,0.379489621704904,0.653926467406664,0.799468772697322,NA
"25","LOC111099069",60,73,46,37,86,29,0.19611487892629,-0.265703165733006,-0.483426649577876,0.360002734031407,-0.727048732235627
"26","LOC111099070",26.4,125,90,75,65,43,1.55494972715003,1.22644566017799,1.04412410338404,0.901023259743367,0.487836105541292
"27","LOC111099071",21,106,91,155,NA,NA,1.61891665638864,1.46633706879343,1.99890267919582,NA,NA
"28","LOC111099073",68,43,62,35,51,11,-0.458307589482544,-0.0923733201310152,-0.664159643686693,-0.287682072451781,-1.82161243237774
