"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold1","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",7,67,115,69,59,47,0,2.25878247033565,2.79902197930794,2.28819635554195,2.13162729485041,1.90423745265475
"2","LOC111099030",7,9,7,7,NA,NA,0,0.251314428280906,0,0,NA,NA
"3","LOC111099031",2,2,2,2,2,2,0,0,0,0,0,0
"4","LOC111099032",0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","LOC111099033",59,78,28,23,21,35,0,0.279171382783872,-0.745332933730515,-0.94204322797657,-1.0330150061823,-0.522189382416306
"6","LOC111099034",18,21,34,118,NA,NA,0,0.154150679827258,0.635988766719997,1.8803128665695,NA,NA
"7","LOC111099035",46,86,66,109,113,232,0,0.625705899764413,0.36101334553733,0.862706485740049,0.898746422223246,1.61809597517722
"8","LOC111099036",9.5,12.5,18,9,76,45,0,0.27443684570176,0.63907995928967,-0.0540672212702758,2.07944154167984,1.55537069116382
"9","LOC111099037",4,2,NA,NA,NA,NA,0,-0.693147180559945,NA,NA,NA,NA
"10","LOC111099038",8,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"11","LOC111099039",1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"12","LOC111099040",28.96,18.72,13.4,12.44,5.2,11.2,0,-0.43632309646807,-0.77066086056065,-0.844998480206482,-1.71725694193013,-0.950001789216467
"13","LOC111099041",1,13,14,41,11,16,0,2.56494935746154,2.63905732961526,3.71357206670431,2.39789527279837,2.77258872223978
"14","LOC111099042",4,2,8,0,NA,NA,0,-0.693147180559945,0.693147180559945,NA,NA,NA
"15","LOC111099043",9,37.5,16,4.5,11.5,19,0,1.42711635564015,0.575364144903562,-0.693147180559945,0.245122458032985,0.747214401830221
"16","LOC111099044",1,1,8,NA,NA,NA,0,0,2.07944154167984,NA,NA,NA
"17","LOC111099045",253,301,585,448,304,435,0,0.173720776021355,0.838222358504336,0.571403743687465,0.183638212678701,0.541956542361164
"18","LOC111099046",6,6,7.5,7.25,3.75,2.25,0,0,0.22314355131421,0.189241999638528,-0.470003629245736,-0.980829253011726
"19","LOC111099047",26.5714285714286,35.5714285714286,49.5714285714286,64,155.428571428571,128.142857142857,0,0.291706222751506,0.623578106233658,0.879046558701784,1.76634975370269,1.57330918834559
"20","LOC111099048",14,16,14,12,NA,NA,0,0.133531392624523,0,-0.154150679827258,NA,NA
"21","LOC111099049",0,1,3,13,NA,NA,NA,NA,NA,NA,NA,NA
"22","LOC111099050",38,48,49,51,49,40,0,0.233614851181505,0.254234138384241,0.29423947299794,0.254234138384241,0.0512932943875505
"23","LOC111099051",184,189,NA,NA,NA,NA,0,0.0268112574506568,NA,NA,NA,NA
"24","LOC111099052",144,89,107,115,79,NA,0,-0.481176929843861,-0.296984465114094,-0.224881171212751,-0.600365447108979,NA
"25","LOC111099053",182,341,414,668,423,647,0,0.627875790206721,0.821859286748519,1.30028148645985,0.843365491969483,1.26833960742411
"26","LOC111099054",18,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"27","LOC111099055",1,1,2,1,1,1,0,0,0.693147180559945,0,0,0
"28","LOC111099056",11.6666666666667,69,70,56,44,19,0,1.77737073177596,1.79175946922805,1.56861591791385,1.32745386109696,0.487703206345136
"29","LOC111099057",11,36,NA,NA,NA,NA,0,1.18562366565774,NA,NA,NA,NA
"30","LOC111099058",3,6,1,NA,NA,NA,0,0.693147180559945,-1.09861228866811,NA,NA,NA
"31","LOC111099059",3.33333333333333,3,7,3,NA,NA,0,-0.105360515657826,0.741937344729377,-0.105360515657826,NA,NA
"32","LOC111099060",15,30.5,124,249,173,239,0,0.709676482511156,2.11223136450283,2.8094026953625,2.44524139339557,2.7684133508293
"33","LOC111099061",7,6,0,7,NA,NA,0,-0.154150679827258,NA,0,NA,NA
"34","LOC111099062",41,58,88,99,51,48,0,0.346870943842111,0.763764747773899,0.881547783430282,0.218253566020018,0.157628944203583
"35","LOC111099063",40,145,146,141,73,98,0,1.28785428830664,1.2947271675944,1.25988043626423,0.601579987034455,0.896088024556636
"36","LOC111099064",2,2,2,7,7,5,0,0,0,1.25276296849537,1.25276296849537,0.916290731874155
"37","LOC111099065",12,19,57,61,36,97,0,0.45953232937844,1.55814461804655,1.62596721438531,1.09861228866811,2.08980432871538
"38","LOC111099066",0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA
"39","LOC111099067",72,191,135,194,244,102,0,0.975607309030575,0.628608659422374,0.991192040047273,1.22050210627715,0.348306694268216
"40","LOC111099068",1,11,1,4,5,NA,0,2.39789527279837,0,1.38629436111989,1.6094379124341,NA
"41","LOC111099069",9,13,9,6,10,10,0,0.367724780125317,0,-0.405465108108164,0.105360515657826,0.105360515657826
"42","LOC111099070",0,0,2,2,3,3,NA,NA,NA,NA,NA,NA
"43","LOC111099071",29,111,99,100,NA,NA,0,1.34223437132586,1.22782402014812,1.23787435600162,NA,NA
"44","LOC111099072",8,14,14,8,7,6,0,0.559615787935423,0.559615787935423,0,-0.133531392624523,-0.287682072451781
"45","LOC111099073",73,121,168,76,121,87,0,0.50533110444835,0.833504538254868,0.0402738991379399,0.50533110444835,0.175448677506193
"46","LOC111099074",1,1,1,1,1,1,0,0,0,0,0,0
"47","LOC111099075",1,1,1,NA,NA,NA,0,0,0,NA,NA,NA
"48","LOC111099076",7,4,6,7,13,NA,0,-0.559615787935423,-0.154150679827258,0,0.619039208406224,NA
"49","LOC111099077",24,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"50","LOC111099078",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"51","LOC111099079",28,82,145,37,43,57,0,1.07451473708905,1.64452923224537,0.27871340246902,0.428995605518359,0.710846757659346
"52","LOC111099080",4,2,2,2,4,7,0,-0.693147180559945,-0.693147180559945,-0.693147180559945,0,0.559615787935423
"53","LOC111099081",174,334,378,567,NA,NA,0,0.652085693762171,0.775838896405059,1.18130400451322,NA,NA
"54","LOC111099082",34,14,2,NA,NA,NA,0,-0.887303195000903,-2.83321334405622,NA,NA,NA
"55","LOC111099083",18,0,10,NA,NA,NA,0,NA,-0.587786664902119,NA,NA,NA
"56","LOC111099084",2,4,4,4.66666666666667,6,NA,0,0.693147180559945,0.693147180559945,0.847297860387204,1.09861228866811,NA
"57","LOC111099085",4,3,2,NA,NA,NA,0,-0.287682072451781,-0.693147180559945,NA,NA,NA
"58","LOC111099086",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","LOC111099087",10.25,12,11,12,11.5,12.25,0,0.157628944203583,0.0706175672139534,0.157628944203583,0.115069329784787,0.178248231406319
"60","LOC111099088",0,28.5,20.5,12,NA,NA,NA,NA,NA,NA,NA,NA
"61","LOC111099089",1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA
"62","LOC111099090",3,1,1,3,3,1,0,-1.09861228866811,-1.09861228866811,0,0,-1.09861228866811
"63","LOC111099091",8,1,5,15,17,23,0,-2.07944154167984,-0.470003629245736,0.628608659422374,0.75377180237638,1.05605267424931
"64","LOC111099092",754,927,1449,1129,2701,1457,0,0.206561197557899,0.653236574312726,0.403695196141706,1.27598498578466,0.658742438187249
"65","LOC111099093",58,89,73,62,104,98,0,0.428193359185721,0.230016430601972,0.0666913744986721,0.583947888594953,0.524524468124153
"66","LOC111099094",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","LOC111099095",39.5,69,120,83,159,106,0,0.557805832690183,1.11119107087497,0.742539935889522,1.39260353031316,0.987138422204991
"68","LOC111099096",1,0,0,0,2,1,0,NA,NA,NA,0.693147180559945,0
"69","LOC111099097",8.66666666666667,68,68,59,41,21,0,2.06002345582273,2.06002345582273,1.91805319455235,1.55408781735094,0.885038188370051
"70","LOC111099098",8,20,NA,NA,NA,NA,0,0.916290731874155,NA,NA,NA,NA
"71","LOC111099099",2.66666666666667,6,NA,NA,NA,NA,0,0.810930216216329,NA,NA,NA,NA
"72","LOC111099101",143,106,116,103,62,52,0,-0.29940553614784,-0.209254439153543,-0.328115642030271,-0.835710245214816,-1.01160091167848
"73","LOC111099102",820,799,646,1284,1667,379,0,-0.0259433944920242,-0.238504836475697,0.448431143991608,0.709476542492495,-0.771768135175872
"74","LOC111099103",1,1,1,4,19,24,0,0,0,1.38629436111989,2.94443897916644,3.17805383034795
"75","LOC111099104",178,992,238,181,102,193,0,1.71793955699279,0.290487123379389,0.0167134809737405,-0.556810737007814,0.0809066386128005
"76","LOC111099105",28,48,42,39,60,127,0,0.538996500732687,0.405465108108164,0.331357135954442,0.762140052046897,1.51198257628339
"77","LOC111099106",11.75,42.5,109,160,NA,NA,0,1.2856508353402,2.22749464163898,2.61132057464366,NA,NA
"78","LOC111099107",1,10,NA,NA,NA,NA,0,2.30258509299405,NA,NA,NA,NA
"79","LOC111099108",69,163,NA,NA,NA,NA,0,0.859643696209503,NA,NA,NA,NA
"80","LOC111099109",16,35,70,48,NA,NA,0,0.782759339249632,1.47590651980958,1.09861228866811,NA,NA
"81","LOC111099110",102,98,64,NA,NA,NA,0,-0.0400053346136991,-0.466089729924599,NA,NA,NA
