"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold1","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",4,24,60,5,3,3,0,1.79175946922805,2.70805020110221,0.22314355131421,-0.287682072451781,-0.287682072451781
"2","LOC111099030",4,5,4,6,NA,NA,0,0.22314355131421,0,0.405465108108164,NA,NA
"3","LOC111099031",4,1,1.66666666666667,3,2.33333333333333,1,0,-1.38629436111989,-0.8754687373539,-0.287682072451781,-0.538996500732687,-1.38629436111989
"4","LOC111099032",4,19,NA,NA,NA,NA,0,1.55814461804655,NA,NA,NA,NA
"5","LOC111099033",21,20,13,14,11,21,0,-0.0487901641694321,-0.479573080261886,-0.405465108108164,-0.646627164925052,0
"6","LOC111099034",17,34,20,111,NA,NA,0,0.693147180559945,0.162518929497775,1.87631685725612,NA,NA
"7","LOC111099035",74.5,64,39,54,50,75,0,-0.151916042025842,-0.647237479255867,-0.321815078821239,-0.398776119957368,0.00668898815079671
"8","LOC111099036",10,13,37,19,119,99,0,0.262364264467491,1.30833281965018,0.641853886172395,2.47653840011748,2.29253475714054
"9","LOC111099037",2,3,NA,NA,NA,NA,0,0.405465108108164,NA,NA,NA,NA
"10","LOC111099038",16,2,NA,NA,NA,NA,0,-2.07944154167984,NA,NA,NA,NA
"11","LOC111099039",6,12,NA,NA,NA,NA,0,0.693147180559945,NA,NA,NA,NA
"12","LOC111099040",47.44,43.4,34.88,29.36,7.28,12.88,0,-0.0890063135831108,-0.307552155648691,-0.479832550943155,-1.87433489248088,-1.30379003401326
"13","LOC111099041",4,16,26,57,15,15,0,1.38629436111989,1.87180217690159,2.65675690671466,1.32175583998232,1.32175583998232
"14","LOC111099042",4,4,14,15,NA,NA,0,0,1.25276296849537,1.32175583998232,NA,NA
"15","LOC111099043",14,12.5,12,6.5,26.5,46,0,-0.113328685307003,-0.154150679827258,-0.767255152713667,0.638087403376918,1.18958406687384
"16","LOC111099044",13,9,13,NA,NA,NA,0,-0.367724780125317,0,NA,NA,NA
"17","LOC111099045",153,148,305,270,163,85,0,-0.0332256476283204,0.689873855214976,0.567984037605939,0.0633122794143269,-0.587786664902119
"18","LOC111099046",6,6,6,6,7,7.25,0,0,0,0,0.154150679827258,0.189241999638528
"19","LOC111099047",14.4285714285714,35.2857142857143,97.7142857142857,44.4285714285714,56,61,0,0.894267819786718,1.91283740078129,1.12467239533797,1.3561413229492,1.44166349638737
"20","LOC111099048",6,6,6,6,NA,NA,0,0,0,0,NA,NA
"21","LOC111099049",9,3,6.5,3,NA,NA,0,-1.09861228866811,-0.325422400434628,-1.09861228866811,NA,NA
"22","LOC111099050",41,29,34,35,65,60,0,-0.346276236717834,-0.187211542088146,-0.158224005214894,0.460815203191329,0.380772495517793
"23","LOC111099051",241,139,NA,NA,NA,NA,0,-0.550323000359963,NA,NA,NA,NA
"24","LOC111099052",81,53,59,57,66,NA,0,-0.424157241120317,-0.316911710766719,-0.351397886837889,-0.204794412646013,NA
"25","LOC111099053",155,288,330,478,304,488,0,0.619535363216699,0.755667537541279,1.12618561557221,0.673602584486975,1.1468902889339
"26","LOC111099054",16,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"27","LOC111099055",5,3,1,1,1,3,0,-0.510825623765991,-1.6094379124341,-1.6094379124341,-1.6094379124341,-0.510825623765991
"28","LOC111099056",19.3333333333333,59,56,46,35,15,0,1.11570672202741,1.06352096885684,0.866810674610785,0.593517339611104,-0.2537805207761
"29","LOC111099057",24,12,NA,NA,NA,NA,0,-0.693147180559945,NA,NA,NA,NA
"30","LOC111099058",26,6,22,NA,NA,NA,0,-1.46633706879343,-0.167054084663166,NA,NA,NA
"31","LOC111099059",3,5,2,12,NA,NA,0,0.510825623765991,-0.405465108108164,1.38629436111989,NA,NA
"32","LOC111099060",8,3,17,54,41,66,0,-0.980829253011726,0.75377180237638,1.90954250488444,1.63413052502447,2.11021320034659
"33","LOC111099061",0,9,5,7,NA,NA,NA,NA,NA,NA,NA,NA
"34","LOC111099062",76,87,119,91,39,19,0,0.135174778368253,0.448390152825198,0.180126166230519,-0.667171694156685,-1.38629436111989
"35","LOC111099063",31,61,55,59,52,64,0,0.676886659688165,0.573345980747325,0.643550239420573,0.517256514096281,0.724895878874526
"36","LOC111099064",8,6,6,10,27,16,0,-0.287682072451781,-0.287682072451781,0.22314355131421,1.21639532432449,0.693147180559945
"37","LOC111099065",14.5,25,54,56,29,107,0,0.544727175441672,1.31483539713775,1.35120304130862,0.693147180559945,1.99868018503538
"38","LOC111099066",0,12,8,12,NA,NA,NA,NA,NA,NA,NA,NA
"39","LOC111099067",78,85,67,106,110,69,0,0.0859424298007246,-0.152016207298626,0.306730267422475,0.343771539102825,-0.122602322092332
"40","LOC111099068",9,38,10,15,8,NA,0,1.44036158239017,0.105360515657826,0.510825623765991,-0.117783035656384,NA
"41","LOC111099069",6,4,2,2,3,4,0,-0.405465108108164,-1.09861228866811,-1.09861228866811,-0.693147180559945,-0.405465108108164
"42","LOC111099070",4.8,16,3,4,1,5,0,1.20397280432594,-0.470003629245736,-0.182321556793955,-1.56861591791385,0.0408219945202552
"43","LOC111099071",53,139,105,208,NA,NA,0,0.96418201957857,0.683668436605402,1.3672461661492,NA,NA
"44","LOC111099072",12,13,17,9,2,6,0,0.0800427076735364,0.348306694268216,-0.287682072451781,-1.79175946922805,-0.693147180559945
"45","LOC111099073",130,217,317,87,98,15,0,0.512362903084877,0.891367323421698,-0.401626331800999,-0.282566971785011,-2.15948424935337
"46","LOC111099074",2,2,2,2,2,1,0,0,0,0,0,-0.693147180559945
"47","LOC111099075",1,1,1,NA,NA,NA,0,0,0,NA,NA,NA
"48","LOC111099076",3,7,2,3,19,NA,0,0.847297860387204,-0.405465108108164,0,1.84582669049833,NA
"49","LOC111099077",33,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"50","LOC111099078",1,1,1,1,1,1,0,0,0,0,0,0
"51","LOC111099079",29,57,90,24,19,14,0,0.675755437848076,1.13251384034379,-0.189241999638528,-0.422856850820034,-0.728238500371215
"52","LOC111099080",2,8,10,2,4,2,0,1.38629436111989,1.6094379124341,0,0.693147180559945,0
"53","LOC111099081",146,246,230.5,353,NA,NA,0,0.521724914224026,0.456644240728367,0.88286143522496,NA,NA
"54","LOC111099082",126,47,22,NA,NA,NA,0,-0.986134305241419,-1.74523945359316,NA,NA,NA
