"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",5,25,50,44,51,57,5,10,8.8,10.2,11.4
"2","LOC111099033",41,54,20,26,10,18,1.31707317073171,0.48780487804878,0.634146341463415,0.24390243902439,0.439024390243902
"3","LOC111099034",17,19,28,75,NA,NA,1.11764705882353,1.64705882352941,4.41176470588235,NA,NA
"4","LOC111099035",25.5,48,38,44,73,93,1.88235294117647,1.49019607843137,1.72549019607843,2.86274509803922,3.64705882352941
"5","LOC111099036",20.5,16.5,24,12,148,50,0.804878048780488,1.17073170731707,0.585365853658537,7.21951219512195,2.4390243902439
"6","LOC111099040",194.68,178.68,129.8,106.2,35.4,51.48,0.91781384836655,0.666735155126361,0.545510581467023,0.181836860489008,0.264433942880625
"7","LOC111099041",8,38,47.5,140,47,45,4.75,5.9375,17.5,5.875,5.625
"8","LOC111099043",22,79.5,49,16.5,24,39,3.61363636363636,2.22727272727273,0.75,1.09090909090909,1.77272727272727
"9","LOC111099044",14,19,22,NA,NA,NA,1.35714285714286,1.57142857142857,NA,NA,NA
"10","LOC111099045",59,51,85,125,72,140,0.864406779661017,1.44067796610169,2.11864406779661,1.22033898305085,2.3728813559322
"11","LOC111099047",27.4285714285714,45,105.142857142857,64,68.8571428571429,61.8571428571429,1.640625,3.83333333333333,2.33333333333333,2.51041666666667,2.25520833333333
"12","LOC111099048",9,7,10,8,NA,NA,0.777777777777778,1.11111111111111,0.888888888888889,NA,NA
"13","LOC111099050",60,46,65,69,70,63,0.766666666666667,1.08333333333333,1.15,1.16666666666667,1.05
"14","LOC111099051",76,77,NA,NA,NA,NA,1.01315789473684,NA,NA,NA,NA
"15","LOC111099052",101,54,61,61,89,NA,0.534653465346535,0.603960396039604,0.603960396039604,0.881188118811881,NA
"16","LOC111099053",168,275,242,430,343,423,1.63690476190476,1.44047619047619,2.55952380952381,2.04166666666667,2.51785714285714
"17","LOC111099056",8,73,69,72,47,15,9.125,8.625,9,5.875,1.875
"18","LOC111099060",11,16,22,35,35,62,1.45454545454545,2,3.18181818181818,3.18181818181818,5.63636363636364
"19","LOC111099062",32,33,46,32,9,20,1.03125,1.4375,1,0.28125,0.625
"20","LOC111099063",24,62,54,47,30,45,2.58333333333333,2.25,1.95833333333333,1.25,1.875
"21","LOC111099064",9,14,17,9,9,22,1.55555555555556,1.88888888888889,1,1,2.44444444444444
"22","LOC111099065",17,52,186,182,87,193,3.05882352941176,10.9411764705882,10.7058823529412,5.11764705882353,11.3529411764706
"23","LOC111099067",254,288,226,326,365,156,1.13385826771654,0.889763779527559,1.28346456692913,1.43700787401575,0.614173228346457
"24","LOC111099068",6,56.5,19,13,21,NA,9.41666666666667,3.16666666666667,2.16666666666667,3.5,NA
