"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",3,18,34,22,22,24,1.79175946922805,2.42774823594805,1.99243016469021,1.99243016469021,2.07944154167984
"2","LOC111099033",23,38,59,44,14,40,0.502091943797236,0.94204322797657,0.648695417989111,-0.496436886313891,0.553385238184787
"3","LOC111099034",16,14,25,113,NA,NA,-0.133531392624523,0.44628710262842,1.95479909647256,NA,NA
"4","LOC111099035",16,15,17,28,34,16,-0.0645385211375712,0.0606246218164348,0.559615787935423,0.75377180237638,0
"5","LOC111099036",9.5,9.5,13,7,127,19,0,0.313657558855042,-0.305381649551182,2.5928952878521,0.693147180559945
"6","LOC111099040",96.4,18.6,26.08,24.44,11.12,37.8,-1.64534462089734,-1.30733746455805,-1.37228506731311,-2.15976091279406,-0.936197098990958
"7","LOC111099041",38,50,39.5,183,56,74,0.27443684570176,0.0387145121806904,1.57189999311504,0.387765531008763,0.666478933477784
"8","LOC111099043",162,308,224,109.5,206,313,0.64250344774119,0.324049716622656,-0.391671785975829,0.240279833557197,0.658606855307769
"9","LOC111099044",51,45,36,NA,NA,NA,-0.125163142954006,-0.348306694268216,NA,NA,NA
"10","LOC111099045",11,5,14,12,11,24,-0.78845736036427,0.241162056816888,0.0870113769896297,0,0.780158557549575
"11","LOC111099047",22.4285714285714,14.8571428571429,36.8571428571429,37.5714285714286,47.2857142857143,31.1428571428571,-0.411854906206935,0.496713779573309,0.515908226829457,0.745872570028755,0.328249257440781
"12","LOC111099048",70,21,5,41,NA,NA,-1.20397280432594,-2.63905732961526,-0.534923175345051,NA,NA
"13","LOC111099050",66,15,28,17,41,7,-1.48160454092422,-0.857450231851222,-1.35644139797021,-0.476082675322118,-2.24374459297111
"14","LOC111099051",73,62,NA,NA,NA,NA,-0.1633250561033,NA,NA,NA,NA
"15","LOC111099052",63,32,112,65,83,NA,-0.677398823591806,0.575364144903562,0.0312525435041045,0.275705881405065,NA
"16","LOC111099053",25,28,9,41,25,49,0.113328685307003,-1.02165124753198,0.494696241836107,0,0.672944473242426
"17","LOC111099056",13.3333333333333,73,37,27,24,27,1.70019227570256,1.0206507471984,0.705569700558502,0.587786664902119,0.705569700558502
"18","LOC111099060",9,16.5,30,52,51,76,0.606135803570315,1.20397280432594,1.75401914124521,1.73460105538811,2.13350876295011
"19","LOC111099062",16,24,43,46,31,25,0.405465108108164,0.988611393453781,1.05605267424931,0.661398482245365,0.44628710262842
"20","LOC111099063",22,66,31,34,21,21,1.09861228866811,0.34294475112683,0.435318071257845,-0.0465200156348928,-0.0465200156348928
"21","LOC111099064",24,29,23,27,72,89,0.189241999638528,-0.0425596144187959,0.117783035656383,1.09861228866811,1.31058253938419
"22","LOC111099065",96.5,128,127,276,24,503,0.282487255574677,0.274644078113651,1.05085785737221,-1.39148917799699,1.6510471617548
"23","LOC111099067",35,64,11,42,66,29,0.603535021870258,-1.15745278869104,0.182321556793955,0.634306680537012,-0.18805223150294
"24","LOC111099068",35,115,45,80,80.5,NA,1.18958406687384,0.251314428280906,0.826678573184468,0.832909122935104,NA
"25","LOC111099069",25,29,35,26,68,9,0.148420005118273,0.336472236621213,0.0392207131532813,1.00063188030791,-1.02165124753198
"26","LOC111099070",18.2,65,72,40,25,21,1.27296567581289,1.37524452493331,0.787457860031187,0.317454230785451,0.143100843640673
"27","LOC111099071",24,49,33,101,NA,NA,0.713766467762681,0.318453731118535,1.43706668649331,NA,NA
"28","LOC111099073",49,30,51,10,38,6,-0.490622916448471,0.0400053346136992,-1.58923520511658,-0.254234138384241,-2.10006082888257
"29","LOC111099076",66,66.5,36,56,93,NA,0.0075472056353829,-0.606135803570316,-0.164303051291276,0.34294475112683,NA
"30","LOC111099079",40,65,74,64,46,124,0.485507815781701,0.615185639090233,0.470003629245736,0.139761942375159,1.1314021114911
"31","LOC111099080",10,77,22,18,119,14,2.04122032885964,0.78845736036427,0.587786664902119,2.47653840011748,0.336472236621213
"32","LOC111099081",42,53,70.5,114,NA,NA,0.232622295268753,0.517943091534855,0.998528830111127,NA,NA
"33","LOC111099082",994,564,154,NA,NA,NA,-0.566682955158515,-1.86478460424295,NA,NA,NA
"34","LOC111099083",424,64,336,NA,NA,NA,-1.89085037187229,-0.232622295268753,NA,NA,NA
"35","LOC111099088",15,203,130.5,45,NA,NA,2.60515577793958,2.16332302566054,1.09861228866811,NA,NA
"36","LOC111099091",114,8,30,33,21,30,-2.65675690671466,-1.33500106673234,-1.23969088692802,-1.69167601067107,-1.33500106673234
"37","LOC111099092",57,51,58,44,71,69,-0.111225635110224,0.0173917427118692,-0.258861633916289,0.219628609206765,0.191055236762709
"38","LOC111099093",44,51,20,36,31,32,0.147635998806065,-0.78845736036427,-0.200670695462151,-0.350202429433115,-0.318453731118535
"39","LOC111099095",32,35,110,19,73,43,0.0896121586896871,1.23474446299269,-0.521296923633286,0.824723538348665,0.295464212893836
"40","LOC111099097",9,59,9,16,14,4,1.8803128665695,0,0.575364144903562,0.441832752279039,-0.810930216216329
"41","LOC111099098",4,128,NA,NA,NA,NA,3.46573590279973,NA,NA,NA,NA
"42","LOC111099101",66,20,25,10,32,22,-1.19392246847243,-0.970778917158225,-1.88706964903238,-0.723918839226699,-1.09861228866811
"43","LOC111099102",46,11,14,48,88,55,-1.43074612369072,-1.18958406687384,0.0425596144187959,0.648695417989111,0.178691788743376
"44","LOC111099104",24,241,74,45,18,51,2.30674310314271,1.12601126285622,0.628608659422374,-0.287682072451781,0.75377180237638
"45","LOC111099105",40,25,28,45,39,35,-0.470003629245736,-0.356674943938732,0.117783035656383,-0.0253178079842899,-0.133531392624523
"46","LOC111099106",46.75,45.5,122.75,161,NA,NA,-0.0271019297777913,0.965335510939934,1.23659010924977,NA,NA
"47","LOC111099108",100,281,NA,NA,NA,NA,1.03318448334565,NA,NA,NA,NA
"48","LOC111099109",18,41,44,54,NA,NA,0.823200308808143,0.893817876022097,1.09861228866811,NA,NA
"49","LOC111099110",74,47,47,NA,NA,NA,-0.453917491494111,-0.453917491494111,NA,NA,NA
"50","LOC111099111",167,79,118,NA,NA,NA,-0.748545959949734,-0.34730918795109,NA,NA,NA
"51","LOC111099112",20,196,39,44,17,10,2.28238238567653,0.667829372575655,0.78845736036427,-0.162518929497775,-0.693147180559945
"52","LOC111099114",43,266,NA,NA,NA,NA,1.82229619308814,NA,NA,NA,NA
"53","LOC111099115",5,20,22,13,19,13,1.38629436111989,1.48160454092422,0.955511445027436,1.33500106673234,0.955511445027436
"54","LOC111099118",24,83,58,30,48,NA,1.24078677744865,0.882389180198474,0.22314355131421,0.693147180559945,NA
"55","LOC111099119",137,29,91,NA,NA,NA,-1.55268509584165,-0.409121419311275,NA,NA,NA
"56","LOC111099120",184,56,85,NA,NA,NA,-1.18958406687384,-0.772284501118669,NA,NA,NA
"57","LOC111099122",54,15,11,5,18,18,-1.28093384546206,-1.5910887737659,-2.37954613413017,-1.09861228866811,-1.09861228866811
"58","LOC111099123",10,24,11,10,39,33,0.8754687373539,0.0953101798043249,0,1.3609765531356,1.19392246847243
"59","LOC111099125",60.2,37,13,15,51,31,-0.486754439670551,-1.53272299485324,-1.38962215121257,-0.16584671959045,-0.663685147829629
"60","LOC111099127",45.6666666666667,108.333333333333,283,NA,NA,NA,0.863844256501613,1.82407826048322,NA,NA,NA
"61","LOC111099131",39,15,17,15,30,41,-0.955511445027436,-0.83034830207343,-0.955511445027436,-0.262364264467491,0.0500104205746614
"62","LOC111099132",187,123,34,NA,NA,NA,-0.418924261482169,-1.70474809223843,NA,NA,NA
"63","LOC111099135",224,35,27.25,40.75,33.6666666666667,NA,-1.85629799036563,-2.10659253074579,-1.70419021216817,-1.89513782368189,NA
"64","LOC111099136",452,270,123,229,NA,NA,-0.515260220833856,-1.30149782445981,-0.679960176277992,NA,NA
"65","LOC111099138",108,42,37,200,NA,NA,-0.944461608840851,-1.07121331448,0.616186139423817,NA,NA
"66","LOC111099140",42,19,13,55,20,7,-0.793230639116928,-1.17272026082183,0.269663566949103,-0.741937344729377,-1.79175946922805
"67","LOC111099143",378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","LOC111099145",17,525,40.6666666666667,71,91,41,3.43018491853541,0.872195412008931,1.4294665329851,1.67764616246063,0.880358722648092
"69","LOC111099147",43,25,49,27,22,36,-0.542324290825362,0.130620182417064,-0.465363249689233,-0.670157662335247,-0.177681177237452
"70","LOC111099151",228,45,27,56,14,43,-1.62268313918412,-2.13350876295011,-1.40399393821929,-2.79028829933918,-1.66814551326088
"71","LOC111099152",20.5,34.5,39.5,38,33,22.5,0.520534437892952,0.655875785762714,0.617161273582023,0.476082675322118,0.093090423066012
"72","LOC111099153",10,49,37,5,15,10,1.58923520511658,1.30833281965018,-0.693147180559945,0.405465108108164,0
"73","LOC111099155",26,45,43,86,22,37,0.548565951748838,0.50310357767208,1.19625075823203,-0.167054084663166,0.352821374622742
"74","LOC111099156",36,60,51,81,38,37,0.510825623765991,0.348306694268216,0.810930216216329,0.0540672212702758,0.0273989741881143
"75","LOC111099157",78.7777777777778,43.6666666666667,53.3333333333333,65.3333333333333,35.3888888888889,40.4444444444444,-0.590045914662866,-0.390069422630191,-0.187128578633501,-0.800233051519909,-0.666701658895387
"76","LOC111099158",124,21,190,NA,NA,NA,-1.77575912788161,0.426742506555449,NA,NA,NA
"77","LOC111099161",53,37,36,33,45,36,-0.359374000907897,-0.386772975096012,-0.473784352085642,-0.163629423781802,-0.386772975096012
"78","LOC111099162",42,45,44,47,33,NA,0.0689928714869514,0.0465200156348929,0.11247798342669,-0.241162056816888,NA
"79","LOC111099168",16,19,25,25,38,26,0.171850256926659,0.44628710262842,0.44628710262842,0.864997437486605,0.485507815781701
"80","LOC111099169",9,27,24,26,19,31,1.09861228866811,0.980829253011726,1.06087196068526,0.747214401830221,1.23676262714893
"81","LOC111099171",74.2,248,NA,NA,NA,NA,1.20666459599165,NA,NA,NA,NA
"82","LOC111099172",59,68,71,30,57,43,0.141970261270387,0.185142433135596,-0.676340062243564,-0.0344861760711693,-0.316337328212157
"83","LOC111099174",7,21.5,15,48,18,21,1.1221427860783,0.762140052046897,1.92529086185258,0.944461608840852,1.09861228866811
"84","LOC111099175",149,66,58,87,57,67,-0.814291563919034,-0.94350329539904,-0.538038187290875,-0.960895038110909,-0.799253686554493
"85","LOC111099176",35,9,38,25,26,47,-1.35812348415319,0.082238098236972,-0.336472236621213,-0.297251523467932,0.294799540220645
"86","LOC111099180",21,18,16,1,5,20,-0.154150679827258,-0.271933715483642,-3.04452243772342,-1.43508452528932,-0.0487901641694321
"87","LOC111099182",107,36,76,72,32,62,-1.0893098960058,-0.342095494175575,-0.396162715445851,-1.20709293166218,-0.545694449416815
"88","LOC111099183",22,27,43,39,196,NA,0.204794412646013,0.670157662335247,0.572519192771331,2.1870722058722,NA
"89","LOC111099184",60,34,319,NA,NA,NA,-0.567984037605939,1.67084654056274,NA,NA,NA
"90","LOC111099186",67,72,48,80,193,150,0.0719734996250892,-0.333491608483075,0.177334015282915,1.05799756951392,0.80594267470529
"91","LOC111099187",73,26,14,NA,NA,NA,-1.03236290312691,-1.65140211153313,NA,NA,NA
"92","LOC111099189",71,75,189,NA,NA,NA,0.054808236494995,0.979067138018327,NA,NA,NA
"93","LOC111099192",34,17,173,11,25,26,-0.693147180559945,1.62693106988162,-1.12846525181779,-0.307484699747961,-0.268263986594679
"94","LOC111099193",363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","LOC111099194",37.5,38.3,16.55,51.45,317.4,45.95,0.021108963210235,-0.817954831153293,0.316269529303694,2.13582187511594,0.203212915825331
"96","LOC111099196",33.5,30.3333333333333,94,81,61.6666666666667,76,-0.0992982209822804,1.03174934343898,0.882903715841418,0.610198097579194,0.81918790145531
