"","GeneID","Exon1","Exon2","Exon3","Exon4","Exon5","Exon6","fold2","fold3","fold4","fold5","fold6"
"1","LOC111099029",9,92,166,122,223,232,10.2222222222222,18.4444444444444,13.5555555555556,24.7777777777778,25.7777777777778
"2","LOC111099033",36,56,14,22,11,16,1.55555555555556,0.388888888888889,0.611111111111111,0.305555555555556,0.444444444444444
"3","LOC111099034",19,21,26,71,NA,NA,1.10526315789474,1.36842105263158,3.73684210526316,NA,NA
"4","LOC111099035",62,103,76,79,74,125,1.66129032258065,1.2258064516129,1.2741935483871,1.19354838709677,2.01612903225806
"5","LOC111099036",16,10.5,19,14,95,42,0.65625,1.1875,0.875,5.9375,2.625
"6","LOC111099040",65.64,36.92,31.28,23.68,8.16,15.84,0.562461913467398,0.476538695917124,0.360755636806825,0.124314442413163,0.241316270566728
"7","LOC111099041",56,84,77.5,134,65,64,1.5,1.38392857142857,2.39285714285714,1.16071428571429,1.14285714285714
"8","LOC111099043",15,31.5,29,21,33.5,48,2.1,1.93333333333333,1.4,2.23333333333333,3.2
"9","LOC111099044",61,61,66,NA,NA,NA,1,1.08196721311475,NA,NA,NA
"10","LOC111099045",215,216,295,376,166,330,1.0046511627907,1.37209302325581,1.74883720930233,0.772093023255814,1.53488372093023
"11","LOC111099047",27.1428571428571,61.2857142857143,140.571428571429,73.1428571428571,77,74,2.25789473684211,5.17894736842105,2.69473684210526,2.83684210526316,2.72631578947368
"12","LOC111099048",6,7,7,7,NA,NA,1.16666666666667,1.16666666666667,1.16666666666667,NA,NA
"13","LOC111099050",57,51,66,57,49,47,0.894736842105263,1.15789473684211,1,0.859649122807018,0.824561403508772
"14","LOC111099051",132,103,NA,NA,NA,NA,0.78030303030303,NA,NA,NA,NA
"15","LOC111099052",219,103,139,130,109,NA,0.470319634703196,0.634703196347032,0.593607305936073,0.497716894977169,NA
"16","LOC111099053",216,377,396,553,317,516,1.74537037037037,1.83333333333333,2.56018518518519,1.46759259259259,2.38888888888889
"17","LOC111099056",45.3333333333333,101,46,35,25,5,2.22794117647059,1.01470588235294,0.772058823529412,0.551470588235294,0.110294117647059
"18","LOC111099060",11,6,51,92,75,93,0.545454545454545,4.63636363636364,8.36363636363636,6.81818181818182,8.45454545454546
"19","LOC111099062",39,51,79,41,20,17,1.30769230769231,2.02564102564103,1.05128205128205,0.512820512820513,0.435897435897436
"20","LOC111099063",23,63,75,74,48,47,2.73913043478261,3.26086956521739,3.21739130434783,2.08695652173913,2.04347826086957
"21","LOC111099064",12,8,6,8,9,8,0.666666666666667,0.5,0.666666666666667,0.75,0.666666666666667
"22","LOC111099065",16.5,41,95,95,44,104,2.48484848484848,5.75757575757576,5.75757575757576,2.66666666666667,6.3030303030303
"23","LOC111099067",50,117,109,173,205,101,2.34,2.18,3.46,4.1,2.02
"24","LOC111099068",19,34.5,21,22,22.5,NA,1.81578947368421,1.10526315789474,1.15789473684211,1.18421052631579,NA
"25","LOC111099069",15,15,7,8,10,7,1,0.466666666666667,0.533333333333333,0.666666666666667,0.466666666666667
"26","LOC111099070",1,13,2,10,12,5,13,2,10,12,5
"27","LOC111099071",51,134,117,177,NA,NA,2.62745098039216,2.29411764705882,3.47058823529412,NA,NA
"28","LOC111099073",41,87,152,37,71,43,2.1219512195122,3.70731707317073,0.902439024390244,1.73170731707317,1.04878048780488
"29","LOC111099076",10,7,5,8,12,NA,0.7,0.5,0.8,1.2,NA
"30","LOC111099079",49,157,186,44,37,57,3.20408163265306,3.79591836734694,0.897959183673469,0.755102040816326,1.16326530612245
"31","LOC111099080",5,15,6,4,6,4,3,1.2,0.8,1.2,0.8
"32","LOC111099081",150,217,185,282,NA,NA,1.44666666666667,1.23333333333333,1.88,NA,NA
"33","LOC111099082",123,38,24,NA,NA,NA,0.308943089430894,0.195121951219512,NA,NA,NA
"34","LOC111099083",53,16,69,NA,NA,NA,0.30188679245283,1.30188679245283,NA,NA,NA
"35","LOC111099088",21,134.5,70.5,30,NA,NA,6.40476190476191,3.35714285714286,1.42857142857143,NA,NA
"36","LOC111099091",15,17,26,11,10,21,1.13333333333333,1.73333333333333,0.733333333333333,0.666666666666667,1.4
"37","LOC111099092",550,638,862,540,1312,669,1.16,1.56727272727273,0.981818181818182,2.38545454545455,1.21636363636364
"38","LOC111099093",31,54,44,37,43,74,1.74193548387097,1.41935483870968,1.19354838709677,1.38709677419355,2.38709677419355
"39","LOC111099095",37.5,41,95,43,127,95,1.09333333333333,2.53333333333333,1.14666666666667,3.38666666666667,2.53333333333333
"40","LOC111099097",45,96,47,35,37,40,2.13333333333333,1.04444444444444,0.777777777777778,0.822222222222222,0.888888888888889
"41","LOC111099098",43,18,NA,NA,NA,NA,0.418604651162791,NA,NA,NA,NA
"42","LOC111099101",231,91,102,81,65,54,0.393939393939394,0.441558441558442,0.350649350649351,0.281385281385281,0.233766233766234
"43","LOC111099102",402,397,329,662,867,238,0.987562189054726,0.818407960199005,1.64676616915423,2.15671641791045,0.592039800995025
"44","LOC111099104",113,775,167,122,65,150,6.85840707964602,1.47787610619469,1.07964601769911,0.575221238938053,1.32743362831858
"45","LOC111099105",30,36,34,25,27,82,1.2,1.13333333333333,0.833333333333333,0.9,2.73333333333333
"46","LOC111099106",10,34.75,78.5,113,NA,NA,3.475,7.85,11.3,NA,NA
"47","LOC111099108",42,96,NA,NA,NA,NA,2.28571428571429,NA,NA,NA,NA
"48","LOC111099109",42,79,125,96,NA,NA,1.88095238095238,2.97619047619048,2.28571428571429,NA,NA
"49","LOC111099110",111,92,70,NA,NA,NA,0.828828828828829,0.630630630630631,NA,NA,NA
"50","LOC111099111",21,2,6,NA,NA,NA,0.0952380952380952,0.285714285714286,NA,NA,NA
"51","LOC111099112",68,1842,236,193,171,174,27.0882352941176,3.47058823529412,2.83823529411765,2.51470588235294,2.55882352941176
"52","LOC111099114",0,772,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","LOC111099115",54,62,32,34,38,43,1.14814814814815,0.592592592592593,0.62962962962963,0.703703703703704,0.796296296296296
"54","LOC111099118",6,7,8,2,18,NA,1.16666666666667,1.33333333333333,0.333333333333333,3,NA
"55","LOC111099119",21,5,5,NA,NA,NA,0.238095238095238,0.238095238095238,NA,NA,NA
"56","LOC111099120",155,119,84,NA,NA,NA,0.767741935483871,0.541935483870968,NA,NA,NA
"57","LOC111099122",382,252,167,148.666666666667,233,150,0.659685863874346,0.43717277486911,0.389179755671902,0.609947643979058,0.392670157068063
"58","LOC111099123",27,182,55,85,180,152,6.74074074074074,2.03703703703704,3.14814814814815,6.66666666666667,5.62962962962963
"59","LOC111099125",11.4,15,33,28,45,42,1.31578947368421,2.89473684210526,2.45614035087719,3.94736842105263,3.68421052631579
"60","LOC111099127",7.66666666666667,19.6666666666667,46,NA,NA,NA,2.56521739130435,6,NA,NA,NA
"61","LOC111099131",53,53,53,53,53,56,1,1,1,1,1.05660377358491
"62","LOC111099132",104,76,54,NA,NA,NA,0.730769230769231,0.519230769230769,NA,NA,NA
"63","LOC111099135",137,55,47.75,58.5,37.3333333333333,NA,0.401459854014599,0.348540145985401,0.427007299270073,0.272506082725061,NA
"64","LOC111099136",110,212,101,118,NA,NA,1.92727272727273,0.918181818181818,1.07272727272727,NA,NA
"65","LOC111099138",63,72,73,172,NA,NA,1.14285714285714,1.15873015873016,2.73015873015873,NA,NA
"66","LOC111099140",25,34,31,118,66,53,1.36,1.24,4.72,2.64,2.12
"67","LOC111099143",5189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","LOC111099145",11,16,8,6,7,6,1.45454545454545,0.727272727272727,0.545454545454545,0.636363636363636,0.545454545454545
"69","LOC111099147",21,63,63,77,90,102,3,3,3.66666666666667,4.28571428571429,4.85714285714286
"70","LOC111099151",50,16,15,12,12,7,0.32,0.3,0.24,0.24,0.14
"71","LOC111099152",15,27,19,16,22,16,1.8,1.26666666666667,1.06666666666667,1.46666666666667,1.06666666666667
"72","LOC111099153",4,18,16,13,27,28,4.5,4,3.25,6.75,7
"73","LOC111099155",4,17,10,7,7,4,4.25,2.5,1.75,1.75,1
"74","LOC111099156",29,46,58,62,29,41,1.58620689655172,2,2.13793103448276,1,1.41379310344828
"75","LOC111099157",38.2222222222222,52.3333333333333,66.0555555555556,58.2222222222222,43.3888888888889,65.3333333333333,1.36918604651163,1.7281976744186,1.52325581395349,1.13517441860465,1.7093023255814
"76","LOC111099158",4,1,41,NA,NA,NA,0.25,10.25,NA,NA,NA
"77","LOC111099161",22,18,20,20,18,18,0.818181818181818,0.909090909090909,0.909090909090909,0.818181818181818,0.818181818181818
"78","LOC111099162",108,204,159,195,97,NA,1.88888888888889,1.47222222222222,1.80555555555556,0.898148148148148,NA
"79","LOC111099168",207,286,401,237,240,266,1.38164251207729,1.93719806763285,1.14492753623188,1.15942028985507,1.28502415458937
"80","LOC111099169",17,23,25,19,20,31,1.35294117647059,1.47058823529412,1.11764705882353,1.17647058823529,1.82352941176471
"81","LOC111099171",17,66,NA,NA,NA,NA,3.88235294117647,NA,NA,NA,NA
