LOC111099029	GO:0005227,GO:0005261,GO:0005262,GO:0005886,GO:0006812,GO:0016021,GO:0016048,GO:0050951,GO:0051262,GO:0070588
LOC111099030	GO:0004252,GO:0005737
LOC111099031	GO:0000086,GO:0000226,GO:0005516,GO:0005813,GO:0005814,GO:0005815,GO:0005829,GO:0005874,GO:0007052,GO:0016020,GO:0034451,GO:0060271
LOC111099032	GO:0004930,GO:0007601,GO:0007602,GO:0009881,GO:0016021,GO:0018298
LOC111099033	GO:0005737,GO:0005886,GO:0006814,GO:0007420,GO:0008520,GO:0009636,GO:0009925,GO:0015081,GO:0015229,GO:0015882,GO:0016021,GO:0016324,GO:0030324,GO:0033300,GO:0043229,GO:0070062,GO:0070837
LOC111099034	GO:0000139,GO:0000209,GO:0000242,GO:0000784,GO:0003950,GO:0005634,GO:0005635,GO:0005737,GO:0005829,GO:0006471,GO:0016055,GO:0016579,GO:0019899,GO:0032212,GO:0035264,GO:0040014,GO:0046872,GO:0048471,GO:0070198,GO:0070213
LOC111099035	GO:0005739,GO:0005743,GO:0005783,GO:0016491
LOC111099036	GO:0005308,GO:0005887,GO:0008028,GO:0015293,GO:0015718
LOC111099037	GO:0000122,GO:0003677,GO:0005634,GO:0006351,GO:0016604,GO:0046872
LOC111099039	GO:0004930,GO:0005000,GO:0005886,GO:0007186,GO:0016021
LOC111099040	GO:0005829,GO:0005911,GO:0006955,GO:0007169,GO:0045576,GO:0045860,GO:0050663,GO:0050852
LOC111099041	GO:0005542,GO:0016021,GO:0055085
LOC111099043	GO:0005223,GO:0005249,GO:0005737,GO:0005887,GO:0006810,GO:0006812,GO:0007165,GO:0007601,GO:0008022,GO:0015276,GO:0030425,GO:0030553,GO:0031960,GO:0032026,GO:0042391,GO:0042622,GO:0043204,GO:0051591
LOC111099044	GO:0005634,GO:0006351,GO:0007460,GO:0007463,GO:0007601,GO:0042067,GO:0043565,GO:0045464,GO:0045680,GO:0045944,GO:0048054,GO:0050896
LOC111099045	GO:0004674,GO:0005739,GO:0016021
LOC111099046	GO:0005102,GO:0009897,GO:0016021,GO:0030501,GO:0042102,GO:0042110,GO:0042130,GO:0045077,GO:0045078,GO:0045085,GO:0045669,GO:0050728,GO:0050776,GO:0070062,GO:0005739,GO:0051321
LOC111099047	GO:0005886,GO:0005887,GO:0015175,GO:0015184,GO:0015297,GO:0015804,GO:0015811,GO:0016324,GO:0031526,GO:0042605
LOC111099048	GO:0000302,GO:0001525,GO:0005319,GO:0005576,GO:0005615,GO:0005783,GO:0006006,GO:0006629,GO:0007420,GO:0007568,GO:0010642,GO:0014012,GO:0015485,GO:0022626,GO:0030425,GO:0042246,GO:0042308,GO:0042493,GO:0043025,GO:0048471,GO:0048662,GO:0048678,GO:0051895,GO:0060588,GO:0070062
LOC111099049	GO:0005186,GO:0005576
LOC111099050	GO:0005634,GO:0005874,GO:0015031,GO:0030659,GO:0046907
LOC111099052	GO:0004782,GO:0019752,GO:0030170,GO:0042412
LOC111099053	GO:0001701,GO:0003743,GO:0005850,GO:0008584,GO:0046872
LOC111099054	GO:0000105,GO:0004477,GO:0004488,GO:0006164,GO:0009086
LOC111099055	GO:0001503,GO:0004383,GO:0004672,GO:0005524,GO:0005525,GO:0005886,GO:0005887,GO:0006182,GO:0007168,GO:0008074,GO:0008217,GO:0016941,GO:0017046,GO:0042562,GO:0042802,GO:0051447,GO:0060348
LOC111099056	GO:0003723,GO:0006396,GO:0008173
LOC111099057	GO:0004031,GO:0005506,GO:0005737,GO:0009055,GO:0016614,GO:0050660,GO:0051287,GO:0051537
LOC111099058	GO:0004930,GO:0007166,GO:0007186,GO:0016021,GO:0048512,GO:0051482,GO:0060019,GO:0060170
LOC111099059	GO:0004930,GO:0007166,GO:0007186,GO:0016021,GO:0048512,GO:0051482,GO:0060019,GO:0060170
LOC111099060	GO:0005184,GO:0005576,GO:0005622,GO:0007204,GO:0007218,GO:0008277,GO:0010579,GO:0016521,GO:0019933,GO:0030073,GO:0031175,GO:0032880,GO:0043547,GO:0045860,GO:0045944,GO:0051428,GO:0060124,GO:0070374
LOC111099061	GO:0003676,GO:0005634,GO:0006351,GO:0006355,GO:0030902,GO:0046872,GO:0048596
LOC111099062	GO:0002039,GO:0004674,GO:0004683,GO:0004708,GO:0005516,GO:0005524,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006417,GO:0007165,GO:0007166,GO:0007265,GO:0009931,GO:0018105,GO:0032007,GO:0032212,GO:0046777,GO:0051019,GO:0051973
LOC111099063	GO:0000209,GO:0003755,GO:0004842,GO:0005634,GO:0005654,GO:0005737,GO:0005886,GO:0006457,GO:0034450
LOC111099064	GO:0003723,GO:0004521,GO:0005044,GO:0005576,GO:0006955,GO:0030247,GO:0046872
LOC111099066	GO:0006744,GO:0009234
LOC111099067	GO:0000463,GO:0000466,GO:0005730,GO:0008650,GO:0016435,GO:0030687,GO:0031167
LOC111099068	GO:0005886,GO:0016021
LOC111099069	GO:0001523,GO:0005041,GO:0005509,GO:0005764,GO:0005765,GO:0005768,GO:0005783,GO:0005794,GO:0005886,GO:0005905,GO:0006629,GO:0006897,GO:0006898,GO:0008283,GO:0016021,GO:0016324,GO:0017124,GO:0030139,GO:0030665,GO:0030900,GO:0031526,GO:0042359,GO:0042954,GO:0043235,GO:0051087,GO:0070062
LOC111099070	GO:0005452,GO:0005886,GO:0005887,GO:0009636,GO:0015301,GO:0015347,GO:0016323,GO:0043252,GO:0070062
LOC111099072	GO:0005886,GO:0016021,GO:0022857
