gene_name	t_name	Predom_exp
ATP6	gene-ATP6	1024.33765084615
COX1	gene-COX1	1702.68196607692
COX2	gene-COX2	2196.57853092308
COX3	gene-COX3	925.0048365
CYTB	gene-CYTB	2543.39936353846
LOC111099029	rna-XM_022458270.1	6.04593780769231
LOC111099030	rna-XM_022430679.1	2.96606003846154
LOC111099031	rna-XM_022430340.1	1.06381846153846
LOC111099032	rna-XM_022430343.1	4.63878930769231
LOC111099033	rna-XM_022430347.1	3.35454557692308
LOC111099034	rna-XM_022430344.1	3.53303996153846
LOC111099035	rna-XM_022430345.1	3.29453853846154
LOC111099036	rna-XM_022430348.1	2.79021115384615
LOC111099037	rna-XM_022430350.1	9.85861557692308
LOC111099038	rna-XR_002633618.1	2.48295165384615
LOC111099039	rna-XM_022430351.1	3.73931584615385
LOC111099040	rna-XM_022430378.1	3.79983642307692
LOC111099041	rna-XM_022430360.1	3.02975592307692
LOC111099042	rna-XR_002633619.1	4.37895557692308
LOC111099043	rna-XM_022430379.1	6.355218
LOC111099044	rna-XM_022430382.1	1.22701661538462
LOC111099045	rna-XM_022430383.1	9.20173434615385
LOC111099046	rna-XM_022430424.1	0.407149769230769
LOC111099047	rna-XM_022430390.1	3.69853753846154
LOC111099048	rna-XM_022430391.1	2.1623115
LOC111099049	rna-XM_022430403.1	4.92417061538462
LOC111099050	rna-XM_022430392.1	8.42579569230769
LOC111099051	rna-XR_002633621.1	8.40674865384615
LOC111099052	rna-XM_022430393.1	5.62144107692308
LOC111099053	rna-XM_022430394.1	37.5434456538462
LOC111099054	rna-XM_022430396.1	4.36020657692308
LOC111099055	rna-XM_022430397.1	2.3358795
LOC111099056	rna-XM_022430399.1	2.05556403846154
LOC111099057	rna-XM_022430401.1	2.51435803846154
LOC111099058	rna-XM_022430402.1	5.24476734615385
LOC111099059	rna-XM_022430404.1	2.87012865384615
LOC111099060	rna-XM_022430407.1	7.02168726923077
LOC111099061	rna-XM_022430409.1	7.05426934615385
LOC111099062	rna-XM_022430410.1	5.28794673076923
LOC111099063	rna-XM_022430411.1	9.50293053846154
LOC111099064	rna-XM_022430414.1	5.611385
LOC111099065	rna-XR_002633622.1	2.59623388461538
LOC111099066	rna-XM_022430413.1	2.66980603846154
LOC111099067	rna-XM_022430415.1	15.8047993846154
LOC111099068	rna-XM_022430416.1	3.67136507692308
LOC111099069	rna-XM_022430418.1	2.30538538461538
LOC111099070	rna-XM_022430419.1	3.41625638461538
LOC111099071	rna-XM_022430428.1	10.1093622692308
LOC111099072	rna-XM_022430425.1	3.504801
LOC111099073	rna-XM_022430426.1	9.43979603846154
LOC111099074	rna-XM_022430427.1	1.07932365384615
LOC111099075	rna-XR_002633624.1	3.753654
LOC111099076	rna-XM_022430429.1	3.37820226923077
LOC111099077	rna-XM_022430431.1	5.87993126923077
LOC111099078	rna-XM_022430432.1	0.0971130769230769
LOC111099079	rna-XM_022430440.1	8.64874630769231
LOC111099080	rna-XM_022430437.1	4.97276042307692
LOC111099081	rna-XM_022430439.1	10.2464700384615
LOC111099082	rna-XM_022430441.1	6.08080753846154
LOC111099083	rna-XM_022430442.1	4.381903
LOC111099084	rna-XR_002633625.1	0.650528923076923
LOC111099085	rna-XR_002633626.1	0.356739807692308
LOC111099086	rna-XR_002633627.1	0.0454831153846154
LOC111099087	rna-XM_022430445.1	2.14427411538462
LOC111099088	rna-XM_022430450.1	9.37070723076923
LOC111099089	rna-XR_002633628.1	0.695258076923077
LOC111099090	rna-XM_022430449.1	3.54182257692308
LOC111099091	rna-XM_022430451.1	2.15305407692308
LOC111099092	rna-XM_022430452.1	35.1185440384615
LOC111099093	rna-XM_022430453.1	22.5118015769231
LOC111099094	rna-XR_002633629.1	3.14152469230769
LOC111099095	rna-XM_022430454.1	4.13508473076923
LOC111099096	rna-XM_022430456.1	1.071007
LOC111099097	rna-XM_022430457.1	2.91491092307692
LOC111099098	rna-XM_022430461.1	3.40612719230769
LOC111099099	rna-XM_022430462.1	3.73819376923077
LOC111099100	gene-LOC111099100	2.92782946153846
LOC111099101	rna-XM_022430465.1	5.20843773076923
LOC111099102	rna-XM_022430470.1	19.8987410384615
LOC111099103	rna-XM_022430468.1	9.51791838461538
LOC111099104	rna-XM_022430471.1	14.8918569230769
LOC111099105	rna-XM_022430472.1	6.51536738461538
LOC111099106	rna-XM_022430473.1	3.64829065384615
LOC111099107	rna-XM_022430477.1	3.94429869230769
LOC111099108	rna-XM_022430478.1	15.0548912307692
LOC111099109	rna-XM_022430482.1	8.56194415384615
LOC111099110	rna-XM_022430479.1	6.00645892307692
LOC111099111	rna-XM_022430480.1	4.02827573076923
LOC111099112	rna-XM_022430481.1	16.8010299230769
LOC111099113	rna-XR_002633630.1	2.24070453846154
LOC111099114	rna-XR_002633631.1	14.8289048846154
LOC111099115	rna-XM_022430483.1	6.22773280769231
LOC111099116	rna-XM_022430484.1	2.47961473076923
LOC111099117	rna-XM_022430485.1	3.43065273076923
LOC111099118	rna-XM_022430486.1	2.34333434615385
LOC111099119	rna-XM_022430487.1	4.37643334615385
LOC111099120	rna-XM_022430488.1	7.63586146153846
LOC111099121	rna-XM_022430492.1	2.62622288461538
LOC111099122	rna-XM_022430490.1	8.56945965384615
LOC111099123	rna-XM_022430493.1	11.1460821923077
LOC111099124	rna-XM_022430494.1	3.3383785
LOC111099125	rna-XM_022430498.1	1.71096957692308
LOC111099126	rna-XM_022430500.1	0.341480692307692
LOC111099127	rna-XM_022430503.1	5.27068792307692
LOC111099128	rna-XM_022430506.1	0.373850423076923
LOC111099129	rna-XR_002633633.1	2.41456503846154
LOC111099130	rna-XM_022430507.1	2.29537684615385
LOC111099131	rna-XM_022430508.1	0.947159730769231
LOC111099132	rna-XR_002633634.1	3.78513492307692
LOC111099133	rna-XM_022430511.1	0.708904384615385
LOC111099134	rna-XM_022430520.1	0.518725384615385
LOC111099135	rna-XM_022430517.1	1.79579430769231
LOC111099136	rna-XR_002633642.1	5.64831496153846
LOC111099137	rna-XM_022430521.1	6.12207896153846
LOC111099138	rna-XM_022430522.1	9.67146415384615
LOC111099139	rna-XM_022430524.1	1.53332038461538
LOC111099140	rna-XM_022430525.1	4.70661953846154
LOC111099141	rna-XM_022430526.1	1.67205242307692
LOC111099142	rna-XR_002633643.1	1.73530765384615
LOC111099143	rna-XM_022430529.1	123.235572807692
LOC111099144	rna-XR_002633644.1	1.83956419230769
LOC111099145	rna-XR_002633645.1	4.37202315384615
LOC111099146	rna-XM_022430528.1	3.47317403846154
LOC111099147	rna-XM_022430531.1	4.90660911538462
LOC111099148	rna-XM_022430533.1	3.86427123076923
LOC111099149	rna-XR_002633647.1	1.14663761538462
LOC111099150	rna-XM_022430535.1	1.18521880769231
LOC111099151	rna-XM_022430542.1	4.00209288461538
LOC111099152	rna-XM_022430540.1	2.09836676923077
LOC111099153	rna-XM_022430541.1	2.28117019230769
LOC111099154	rna-XM_022430543.1	5.70235511538462
LOC111099155	rna-XM_022430544.1	3.59489311538462
LOC111099156	rna-XM_022430545.1	4.54737253846154
LOC111099157	rna-XM_022430552.1	2.08299561538462
LOC111099158	rna-XM_022430565.1	3.29411526923077
LOC111099159	rna-XR_002633648.1	1.93447776923077
LOC111099160	rna-XR_002633649.1	1.73095846153846
LOC111099161	rna-XM_022430566.1	3.12709553846154
LOC111099162	rna-XM_022430568.1	17.3765273846154
LOC111099163	rna-XM_022430569.1	4.05835476923077
LOC111099164	rna-XM_022430570.1	1.40996469230769
LOC111099165	rna-XM_022430573.1	2.62978592307692
LOC111099166	rna-XM_022430571.1	2.06214619230769
LOC111099167	rna-XR_002633650.1	1.16160680769231
LOC111099168	rna-XM_022430572.1	27.9342628076923
LOC111099169	rna-XM_022430574.1	6.55955507692308
LOC111099170	rna-XM_022430575.1	3.49643115384615
LOC111099171	rna-XM_022430576.1	2.88648638461538
LOC111099172	rna-XM_022430582.1	35.7520426923077
LOC111099173	rna-XM_022430583.1	0.950652538461538
LOC111099174	rna-XM_022430586.1	3.25489553846154
LOC111099175	rna-XM_022430584.1	6.589073
LOC111099176	rna-XM_022430585.1	5.273241
LOC111099177	rna-XR_002633652.1	0.770731346153846
LOC111099178	rna-XM_022430587.1	4.82157784615385
LOC111099179	rna-XM_022430588.1	3.35293907692308
LOC111099180	rna-XM_022430589.1	5.06855507692308
LOC111099181	rna-XM_022430590.1	1.60039161538462
LOC111099182	rna-XM_022430592.1	30.0077898076923
LOC111099183	rna-XM_022430593.1	8.79901203846154
LOC111099184	rna-XM_022430595.1	10.5850811153846
LOC111099185	rna-XM_022430596.1	2.38179742307692
LOC111099186	rna-XM_022430597.1	5.05463165384615
LOC111099187	rna-XR_002633653.1	2.23991119230769
LOC111099188	rna-XM_022430598.1	2.11447623076923
LOC111099189	rna-XR_002633654.1	3.04369396153846
LOC111099190	rna-XM_022430599.1	3.09669607692308
LOC111099191	rna-XM_022430603.1	2.47957607692308
LOC111099192	rna-XM_022430601.1	6.07669238461538
LOC111099193	rna-XM_022430602.1	6.40105546153846
LOC111099194	rna-XM_022430607.1	2.69819192307692
LOC111099195	rna-XM_022430618.1	17.1198866538462
LOC111099196	rna-XM_022430627.1	3.43642765384615
LOC111099197	rna-XM_022430630.1	3.09607573076923
LOC111099198	rna-XR_002633659.1	4.35360580769231
LOC111099199	rna-XM_022430628.1	2.26371680769231
LOC111099200	rna-XM_022430631.1	4.87848353846154
LOC111099201	rna-XM_022430632.1	6.89348207692308
LOC111099202	rna-XM_022430633.1	4.369603
LOC111099203	rna-XM_022430634.1	10.8417097692308
LOC111099204	rna-XM_022430635.1	1.22479988461538
LOC111099205	rna-XM_022430636.1	40.0560959615385
LOC111099206	rna-XM_022430637.1	5.95748380769231
LOC111099207	rna-XM_022430642.1	6.00263803846154
LOC111099208	rna-XR_002633660.1	3.19315
LOC111099209	rna-XM_022430641.1	21.9519669230769
LOC111099210	rna-XM_022430643.1	4.234104
LOC111099211	rna-XM_022430644.1	6.23900619230769
LOC111099212	rna-XM_022430645.1	6.58280330769231
LOC111099213	rna-XM_022430646.1	3.0528215
LOC111099214	rna-XM_022430647.1	1.74277338461538
LOC111099215	rna-XM_022430648.1	7.01238407692308
LOC111099216	rna-XM_022430649.1	8.22401207692308
LOC111099217	rna-XM_022430663.1	1.96302438461538
LOC111099218	rna-XM_022430650.1	16.7129886538462
LOC111099219	rna-XM_022430651.1	10.6616422692308
LOC111099220	rna-XM_022430654.1	4.50802111538462
LOC111099221	rna-XM_022430655.1	6.72860684615385
LOC111099222	rna-XM_022430656.1	5.51825146153846
LOC111099223	rna-XR_002633661.1	0.961835423076923
LOC111099224	rna-XM_022430664.1	5.93543765384615
LOC111099225	rna-XM_022430665.1	4.12284392307692
LOC111099226	rna-XM_022430666.1	4.98080253846154
LOC111099227	rna-XM_022430667.1	7.99480403846154
LOC111099228	rna-XM_022430670.1	1.74527938461538
LOC111099229	rna-XM_022430672.1	4.53880788461538
LOC111099230	rna-XM_022430673.1	2.3102005
LOC111099246	rna-XM_022430676.1	1.29377519230769
LOC111099262	rna-XM_022430677.1	3.21881507692308
LOC111099278	rna-XR_002633662.1	4.00479011538462
LOC111099289	rna-XR_002633663.1	3.32263530769231
LOC111099300	rna-XM_022430678.1	9.87629296153846
LOC111099316	rna-XM_022430684.1	1.50529457692308
LOC111099327	rna-XM_022430681.1	12.0633211538462
LOC111099343	rna-XM_022430682.1	7.90395869230769
LOC111099359	rna-XM_022430683.1	11.9958514230769
LOC111099375	rna-XM_022430686.1	2.81247888461538
LOC111099408	rna-XR_002633664.1	9.47788276923077
LOC111099409	rna-XM_022430688.1	0.407258807692308
LOC111099410	rna-XM_022430691.1	4.73013130769231
LOC111099411	rna-XR_002633665.1	0.6134715
LOC111099412	rna-XR_002633666.1	0.265905
LOC111099413	rna-XM_022430690.1	0.252880423076923
LOC111099414	rna-XM_022430692.1	1.31755765384615
LOC111099415	rna-XM_022430694.1	0.795236730769231
LOC111099416	rna-XR_002633667.1	2.82548088461538
LOC111099417	rna-XM_022430695.1	21.6646532307692
LOC111099418	rna-XM_022430696.1	7.22475253846154
LOC111099419	rna-XM_022430697.1	5.09709084615385
LOC111099420	rna-XM_022430710.1	1.92874019230769
LOC111099421	rna-XM_022430698.1	2.61687553846154
LOC111099422	rna-XR_002633668.1	0.211635807692308
LOC111099423	rna-XM_022430699.1	1.23315903846154
LOC111099424	rna-XM_022430701.1	3.47772634615385
LOC111099425	rna-XM_022430702.1	0.0243795769230769
LOC111099426	rna-XM_022430707.1	4.65908242307692
LOC111099427	rna-XM_022430708.1	6.35872438461538
LOC111099428	rna-XM_022430711.1	5.60110938461538
LOC111099429	rna-XM_022430712.1	1.94394407692308
LOC111099430	rna-XM_022430713.1	0.447015769230769
LOC111099431	rna-XR_002633669.1	0.0808853461538462
LOC111099432	rna-XM_022430715.1	1.04239219230769
LOC111099433	rna-XR_002633670.1	0.547089961538462
LOC111099434	rna-XM_022430717.1	5.99098707692308
LOC111099435	rna-XR_002633671.1	0.122301230769231
LOC111099436	rna-XM_022430718.1	1.57824234615385
LOC111099437	rna-XM_022430719.1	5.23872719230769
LOC111099438	rna-XM_022430720.1	0.267651615384615
LOC111099439	rna-XM_022430725.1	2.29721884615385
LOC111099440	rna-XR_002633672.1	6.6145325
LOC111099441	rna-XR_002633673.1	0.00713446153846154
LOC111099442	rna-XM_022430723.1	14.7577714615385
LOC111099443	rna-XM_022430724.1	9.26965173076923
LOC111099444	rna-XR_002633674.1	0.353418807692308
LOC111099445	rna-XR_002633675.1	1.57870973076923
LOC111099446	rna-XM_022430727.1	14.0404761538462
LOC111099447	rna-XM_022430728.1	1.62963426923077
LOC111099448	rna-XM_022430761.1	2.59119938461538
LOC111099449	rna-XM_022430729.1	2.81715284615385
