LOC111099035	GO:0005739,GO:0005743,GO:0005783,GO:0016491
LOC111099036	GO:0005308,GO:0005887,GO:0008028,GO:0015293,GO:0015718
LOC111099040	GO:0005829,GO:0005911,GO:0006955,GO:0007169,GO:0045576,GO:0045860,GO:0050663,GO:0050852
LOC111099041	GO:0005542,GO:0016021,GO:0055085
LOC111099043	GO:0005223,GO:0005249,GO:0005737,GO:0005887,GO:0006810,GO:0006812,GO:0007165,GO:0007601,GO:0008022,GO:0015276,GO:0030425,GO:0030553,GO:0031960,GO:0032026,GO:0042391,GO:0042622,GO:0043204,GO:0051591
LOC111099045	GO:0004674,GO:0005739,GO:0016021
LOC111099047	GO:0005886,GO:0005887,GO:0015175,GO:0015184,GO:0015297,GO:0015804,GO:0015811,GO:0016324,GO:0031526,GO:0042605
LOC111099049	GO:0005186,GO:0005576
LOC111099056	GO:0003723,GO:0006396,GO:0008173
LOC111099059	GO:0004930,GO:0007166,GO:0007186,GO:0016021,GO:0048512,GO:0051482,GO:0060019,GO:0060170
LOC111099060	GO:0005184,GO:0005576,GO:0005622,GO:0007204,GO:0007218,GO:0008277,GO:0010579,GO:0016521,GO:0019933,GO:0030073,GO:0031175,GO:0032880,GO:0043547,GO:0045860,GO:0045944,GO:0051428,GO:0060124,GO:0070374
LOC111099066	GO:0006744,GO:0009234
LOC111099068	GO:0005886,GO:0016021
LOC111099070	GO:0005452,GO:0005886,GO:0005887,GO:0009636,GO:0015301,GO:0015347,GO:0016323,GO:0043252,GO:0070062
LOC111099076	GO:0030246
LOC111099078	GO:0004715,GO:0005524,GO:0007275,GO:0046872
LOC111099081	GO:0000774,GO:0001405,GO:0005634,GO:0005759,GO:0006457,GO:0030150,GO:0042803,GO:0051082,GO:0051087
LOC111099084	GO:0001525,GO:0004714,GO:0005524,GO:0005737,GO:0005856,GO:0005887,GO:0005925,GO:0007169,GO:0007507
