LOC111100485	
LOC111100585	GO:0003677,GO:0003899,GO:0006351
LOC111100668	GO:0005524,GO:0005739,GO:0006457,GO:0030218,GO:0045647,GO:0051082,GO:1902037,GO:1903707
LOC111100801	GO:0005654,GO:0005737
LOC111100951	GO:0009710,GO:0050358
LOC111101795	GO:0000500,GO:0005634,GO:0005829,GO:0006351,GO:0045943
LOC111101901	
LOC111102779	GO:0006633,GO:0008152,GO:0008610,GO:0016874,GO:0071766,GO:0003779,GO:0005737,GO:0005856,GO:0006461,GO:0007010,GO:0008360,GO:0014003,GO:0030027,GO:0030032,GO:0030041,GO:0031643,GO:0070062,GO:0002088,GO:0005794,GO:0005923,GO:0005925,GO:0016324,GO:0016604,GO:0030054,GO:0030154
LOC111103367	GO:0005783,GO:0016021,GO:0016409,GO:0018345,GO:0019706
LOC111103399	GO:0001042,GO:0003700,GO:0005524,GO:0005525,GO:0005654,GO:0005730,GO:0005737,GO:0006417,GO:0006970,GO:0008134,GO:0008139,GO:0008284,GO:0014029,GO:0014032,GO:0019904,GO:0031428,GO:0031429,GO:0033979,GO:0034512,GO:0034513,GO:0042306,GO:0045893
LOC111103500	GO:0004553,GO:0005578,GO:0005618,GO:0005975
LOC111103579	GO:0000151,GO:0000788,GO:0004842,GO:0005634,GO:0005720,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006351,GO:0031625,GO:0035064,GO:0044030,GO:0045892,GO:0070062
LOC111103696	GO:0000122,GO:0000978,GO:0001078,GO:0001701,GO:0001763,GO:0001892,GO:0001893,GO:0002250,GO:0003170,GO:0003279,GO:0003281,GO:0005634,GO:0005737,GO:0006351,GO:0007281,GO:0008168,GO:0009791,GO:0010628,GO:0010629,GO:0030889,GO:0031665,GO:0032823,GO:0033082,GO:0035904,GO:0042127,GO:0042462,GO:0042826,GO:0043565,GO:0045087,GO:0045165,GO:0045579,GO:0046872,GO:0048844,GO:0051136,GO:0060576,GO:0060707,GO:0060976,GO:1990654,GO:1990841
LOC111104669	GO:0005524,GO:0005815,GO:0005832,GO:0006458,GO:0044183,GO:0051082,GO:0061077
LOC111105310	GO:0004842,GO:0005829,GO:0016887,GO:0046872
LOC111105847	GO:0000139,GO:0001537,GO:0002063,GO:0007585,GO:0009791,GO:0016020,GO:0016021,GO:0016051,GO:0030206,GO:0030512,GO:0033037,GO:0036342,GO:0042127,GO:0042733,GO:0043066,GO:0047756,GO:0048589,GO:0048703,GO:0050659
LOC111106360	GO:0006072,GO:0006127,GO:0008643,GO:0015169,GO:0015760,GO:0015794,GO:0030176,GO:0035435,GO:0061513,GO:0070062
LOC111106378	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0008270
LOC111106570	GO:0005622,GO:0005634,GO:0006351,GO:0030374,GO:0035257,GO:0045944,GO:1902083,GO:1903204
LOC111107813	GO:0000785,GO:0003696,GO:0004520,GO:0005634,GO:0005654,GO:0006281,GO:0008263,GO:0009314,GO:0016607,GO:0019104,GO:0032355,GO:0045008
LOC111108578	NA
LOC111110739	GO:0002024,GO:0002025,GO:0002028,GO:0002032,GO:0004941,GO:0005634,GO:0005769,GO:0005887,GO:0006898,GO:0007190,GO:0007267,GO:0008179,GO:0009409,GO:0015459,GO:0016324,GO:0030501,GO:0031398,GO:0031649,GO:0040015,GO:0042803,GO:0043235,GO:0043410,GO:0045453,GO:0045944,GO:0045986,GO:0050873,GO:0051379,GO:0051380,GO:0071880,GO:1901098,GO:1904504
LOC111112891	GO:0007411,GO:0016021,GO:0016199,GO:0030424,GO:0035385
LOC111113188	GO:0016021
LOC111114112	GO:0001077,GO:0001889,GO:0001952,GO:0002064,GO:0003677,GO:0005634,GO:0006006,GO:0006355,GO:0007219,GO:0007492,GO:0009653,GO:0030154,GO:0030183,GO:0030335,GO:0030512,GO:0031018,GO:0045165,GO:0045944,GO:0048536,GO:0048731,GO:0060271
LOC111114519	GO:0003677,GO:0005634,GO:0006351,GO:0006355,GO:0046872
LOC111114595	GO:0005737,GO:0030071,GO:0042787,GO:0043161,GO:0061630,GO:0072686
LOC111114766	GO:0005509,GO:0005783,GO:0016021
LOC111115463	GO:0004190,GO:0004197,GO:0005634,GO:0005737,GO:0005829,GO:0006508,GO:0006915,GO:0007507,GO:0007568,GO:0008233,GO:0009411,GO:0016485,GO:0051402,GO:0072734,GO:0097153,GO:0097194,GO:0097200
LOC111115766	GO:0007275,GO:0007281,GO:0007283,GO:0031047,GO:0034587,GO:0043046,GO:0043186,GO:0046872,GO:0051321,GO:0071546
LOC111115898	GO:0005737,GO:0006807,GO:0050152
LOC111117354	GO:0004820,GO:0005524,GO:0005737,GO:0006426,GO:0046983
LOC111117954	GO:0000266,GO:0004129,GO:0004311,GO:0005730,GO:0005739,GO:0005829,GO:0006784,GO:0007005,GO:0008495,GO:0008535,GO:0009060,GO:0016021,GO:0017004,GO:0018343,GO:0031966,GO:0045333,GO:0048034,GO:0070069
