GeneID	fold1_avg	fold2_avg	fold3_avg	fold4_avg	fold5_avg	fold6_avg	slope	r_squared
LOC111099029	0	1.32200457413537	1.91957208528589	1.30257182444464	1.10300807001186	1.17135792875628	0.130937139159132	0.152363923327924
LOC111099033	0	0.356127948559247	-0.259601907673457	-0.418509188961586	-0.948529053825385	-0.221726023892471	-0.148043097368697	0.40496133810176
LOC111099035	0	0.178090661678727	0.329162734691029	0.820543698738932	0.623566994070977	0.537582750371983	0.129020677516702	0.635063638111193
LOC111099036	0	-0.202611884319133	-0.209027557642977	-1.21138832601248	1.60632313178373	0.752710732161215	0.233942798307005	0.207812880833234
LOC111099040	0	-0.893578287575065	-0.567839840503519	-1.15103599800481	-1.86594442214224	-1.21460635724656	-0.273523609926732	0.6542702875015
LOC111099041	0	0.899009165272445	0.709598163259799	1.76813886262255	0.827685487597816	1.02821906909238	0.171019000337166	0.316546870060971
LOC111099043	0	0.724615450397747	0.467410187805286	-0.209373860081845	0.323250018772803	0.703006831632791	0.0466901090114854	0.0534704280982515
LOC111099045	0	-0.485950758366147	0.281552870040589	0.152396145512272	-0.387883391955182	-0.016036863082835	0.00242460169401155	0.000226247143703336
LOC111099047	0	-0.154114957650428	0.656822607331047	0.377211648020002	0.727994399847605	0.618915654098863	0.156037010962211	0.62290253277126
LOC111099050	0	-0.629017356223551	-0.055747279742134	-0.280041675492344	0.0273083916523082	-0.881224837250589	-0.076041181096445	0.143897722010289
LOC111099053	0	0.61841771134381	0.00590522247083161	0.754394003082345	0.290202351618016	0.955478354058256	0.129749556335012	0.367882133119507
LOC111099056	0	1.64028386441254	0.615781841042241	0.329212385022371	-0.053265106380963	0.244235746229318	-0.118458218207251	0.125545391480784
LOC111099060	0	0.18968440201139	0.781258466143832	1.88207191502297	1.62018157007805	2.00314875577075	0.440229963769511	0.884221513896778
LOC111099062	0	0.297070976034252	0.858983496865713	0.457341103460399	-0.0657420693142187	-0.421108833116494	-0.102732162715234	0.183700810485097
LOC111099063	0	0.65541738068124	0.316117767888553	0.237341864709687	0.180212137045203	0.379888727476736	0.0112872000941914	0.00924809760450339
LOC111099064	0	0.269107588504037	-0.49387100927733	0.305863512398978	0.593439193257812	0.732885671649955	0.155347362691069	0.435821172057985
LOC111099065	0	0.0522228788732955	0.380672636176705	1.0838793562784	-0.779942683717857	1.49785047393025	0.1627417829137	0.138685126920615
LOC111099067	0	0.56161875137248	-0.351087566548095	0.296420657269417	0.567761184225991	-0.137821354204588	-0.000662035675568468	1.06293434607534e-05
LOC111099069	0	0.264899196958637	0.444682247907987	-0.291435271235927	0.43320421321893	-0.299763878947005	-0.049429196145659	0.0737612498514941
LOC111099070	0	1.24154719901245	1.05677381128047	0.654400187911046	0.411419812939421	-0.326555977949986	-0.129301019181099	0.160357713795436
LOC111099073	0	0.0584195350437136	0.487479737524428	-0.139910049641948	0.147325673818488	-1.46565630349664	-0.219684368237865	0.368526900481107
LOC111099079	0	0.845751848491448	1.18445039291985	0.332391193353392	0.250516258000227	0.576818901726706	0.00703795821695454	0.000933836597689934
LOC111099080	0	2.25588776602601	0.836471087908963	0.90858644528097	1.75954822526347	0.875011593071557	0.0845187057269191	0.0398427560509947
LOC111099091	0	-2.22695429787087	-1.21487277965414	-0.805373026081263	-1.69751680673117	-0.785820192328084	-0.055179678132812	0.0175685176549407
LOC111099092	0	-0.195831960708437	0.202124000372708	-0.290307739911279	0.372240140489922	0.345326577147786	0.0839547842585721	0.316300351603272
LOC111099093	0	1.0229406567359	0.476226646199877	0.395317939400984	0.659653105072891	0.308025716125835	0.0105530633954643	0.00328009525211507
LOC111099095	0	0.225897905446509	1.00017147154509	0.0721720921054817	0.821362166577638	0.83185346400403	0.143361734970684	0.370279596226185
LOC111099097	0	1.55378518086882	0.0199860103597327	0.098594527981655	-0.361565666258455	-0.419458905107511	-0.221849672837071	0.331444861723565
LOC111099101	0	-1.09440901014703	-0.909885906991111	-1.52553914419547	-0.873897079579143	-0.942497407986847	-0.133331556726712	0.250647352497949
