           list
1  LOC111118257
2  LOC111125022
3  LOC111135935
4  LOC111103696
5  LOC111133851
6  LOC111124637
7  LOC111134737
8  LOC111102779
9  LOC111105847
10 LOC111137675
11 LOC111119134
12 LOC111101795
13 LOC111128766
14 LOC111118302
15 LOC111118372
16 LOC111138117
17 LOC111105310
18 LOC111126450
19 LOC111132418
20 LOC111118793
21 LOC111124636
22 LOC111121616
23 LOC111130549
24 LOC111133922
25 LOC111122219
26 LOC111118248
27 LOC111119195
28 LOC111121538
29 LOC111119485
30 LOC111126562
31 LOC111119203
32 LOC111123753
33 LOC111136118
34 LOC111117954
35 LOC111131751
36 LOC111123248
37 LOC111125676
38 LOC111125017
39 LOC111121674
40 LOC111117354
41 LOC111135325
42 LOC111134702
43 LOC111129953
44 LOC111125950
45 LOC111128996
46 LOC111107813
47 LOC111120530
48 LOC111125783
49 LOC111110739
50 LOC111103367
51 LOC111119535
52 LOC111106378
53 LOC111131488
54 LOC111114595
55 LOC111114519
56 LOC111118318
57 LOC111136148
58 LOC111130338
59 LOC111100668
60 LOC111134521
61 LOC111101901
62 LOC111138233
63 LOC111132839
64 LOC111103579
65 LOC111134126
66 LOC111104669
67 LOC111134536
68 LOC111114112
69 LOC111135559
70 LOC111127967
71 LOC111103399
72 LOC111127785
73 LOC111115766
74 LOC111125357
75 LOC111100585
76 LOC111135619
77 LOC111134305
78 LOC111130555
79 LOC111130463
80 LOC111106570
