t_id,controls_FPKM_Coeff_of_Var,exposed_FPKM_Coeff_of_Var
1,1.39947987048301,0.182137217029329
2,2.02425002970865,0.207094432542368
3,1.3080691650974,0.253512188330856
4,0.528379843619513,0.260511426396828
5,0.359605462438085,0.339824652381279
6,0.493401496121646,0.499982592940871
7,1.42833100621136,0.296329993203926
8,1.4396522884087,0.247957078995391
9,0.416500361125229,0.367939019956989
10,0.961172319373863,0.345663154391738
11,0.863462508713686,0.328033444024324
12,1.43456580151058,0.661821959873199
13,1.7757787381531,0.230741133128602
14,0.217564231130707,0.465917076586082
15,0.199684504752282,0.660397470412614
16,1.38069767544092,0.425240616606408
17,0.672354532136931,0.664651550226088
18,0.629542458900038,0.614791255908115
19,0.915113034462157,0.251621641840259
20,0.468225637924619,0.436787826428173
21,0.81010457599097,0.561165219150864
22,1.12376211410086,0.161882439419919
23,1.23444100838035,0.228308331040575
24,0.499022873127701,0.476727042341349
25,1.00321575114477,0.286771126413869
26,1.23345242105683,0.272600459571193
27,0.499364226744162,0.329103408680469
28,1.00351946298086,0.188107507911628
29,1.06477678037675,0.316747701140181
30,0.404548198308037,0.380278505813093
31,1.11129749602783,0.287569916145602
32,0.520270228092696,0.428542234439358
33,0.640253082309206,0.326992198446724
34,0.708426995655242,0.344643007194778
35,1.24985559187809,0.176090992932741
36,1.38135599105811,0.20158670975238
37,0.793430469615388,0.370195162707941
38,0.512864849580405,0.238128795132459
39,0.545279355596989,1.27231563988488
40,0.473576431293702,0.782185862363097
41,0.704950555765836,1.3463178315633
42,0.547527776804183,1.85694546118687
43,0.417852592342015,0.368888483124901
44,0.529144771958247,1.46259458740654
45,0.607375696654952,2.49335592197206
46,0.527551297676176,1.21359832114889
47,0.190344700627591,1.37813762580572
48,0.764035795800692,1.47606152073234
49,0.487852129510748,1.29821689755489
50,0.784515880181878,1.05820685857785
51,0.375108520230704,1.29056679516387
52,0.513675890531239,0.627784716564788
53,0.474510394621153,1.6124616766138
54,NA,NA
55,NA,NA
56,0.580477899328102,1.47286904430406
57,0.228461228383779,0.339447142305069
58,0.544068170773443,0.337830856290723
59,0.459728458291348,0.437322670546255
60,0.463079982837266,0.11945584291287
61,2.125,0.831608790901704
62,0.239014667975709,0.322991638776671
63,0.285737508163065,0.215067004275929
64,0.852959102449834,0.134471625334723
65,1.0224630490297,0.513237692104098
66,0.008575540144536,0.130148967453938
67,0.144670170415875,0.205433617996258
68,0.305539345888416,0.447785572231398
69,1.6140253721514,1.0490884284875
70,1.22765954852165,0.986571085230417
71,0.363180536343359,0.252444155686861
72,0.497594077191805,0.665263388641808
