target_id	length	eff_length	est_counts	tpm
lcl|NC_035780.1_cds_XP_022327646.1_1	2010	1906.14	360	29.1815
lcl|NC_035780.1_cds_XP_022303032.1_2	1194	1090.14	42.6569	6.04597
lcl|NC_035780.1_cds_XP_022303041.1_3	1182	1078.14	190.343	27.2786
lcl|NC_035780.1_cds_XP_022305632.1_4	801	697.142	169	37.4564
lcl|NC_035780.1_cds_XP_022317406.1_5	693	589.142	187	49.0435
lcl|NC_035780.1_cds_XP_022330629.1_6	1773	1669.14	459	42.4893
lcl|NC_035780.1_cds_XP_022330639.1_7	2283	2179.14	599	42.4719
lcl|NC_035780.1_cds_XP_022295762.1_8	432	328.156	13.4946	6.35392
lcl|NC_035780.1_cds_XP_022295750.1_9	936	832.142	65.8804	12.2326
lcl|NC_035780.1_cds_XP_022337778.1_10	432	328.156	94.5067	44.4983
lcl|NC_035780.1_cds_XP_022325096.1_11	432	328.156	126.264	59.4514
lcl|NC_035780.1_cds_XP_022330653.1_12	432	328.156	17.7342	8.35009
lcl|NC_035780.1_cds_XP_022307863.1_13	987	883.142	168.704	29.5159
lcl|NC_035780.1_cds_XP_022301465.1_14	945	841.142	224.809	41.2957
lcl|NC_035780.1_cds_XP_022301545.1_15	915	811.142	0	0
lcl|NC_035780.1_cds_XP_022301617.1_16	915	811.142	0	0
lcl|NC_035780.1_cds_XP_022301726.1_17	912	808.142	166.487	31.8311
lcl|NC_035780.1_cds_XP_022301276.1_18	903	799.142	160	30.9354
lcl|NC_035780.1_cds_XP_022323720.1_19	2028	1924.14	189.24	15.1962
lcl|NC_035780.1_cds_XP_022323729.1_20	2022	1918.14	321.725	25.9158
lcl|NC_035780.1_cds_XP_022323703.1_21	2148	2044.14	110.425	8.34673
lcl|NC_035780.1_cds_XP_022323712.1_22	2148	2044.14	110.425	8.34673
lcl|NC_035780.1_cds_XP_022323738.1_23	1821	1717.14	68.1852	6.13542
lcl|NC_035780.1_cds_XP_022289422.1_24	1074	970.142	241	38.3833
lcl|NC_035780.1_cds_XP_022289394.1_25	5082	4978.14	500.504	15.5346
lcl|NC_035780.1_cds_XP_022289401.1_26	5082	4978.14	500.504	15.5346
lcl|NC_035780.1_cds_XP_022289413.1_27	2379	2275.14	788	53.5153
lcl|NC_035780.1_cds_XP_022337178.1_28	1983	1879.14	455	37.4121
lcl|NC_035780.1_cds_XP_022307508.1_29	1365	1261.14	235	28.7915
lcl|NC_035780.1_cds_XP_022290809.1_30	1143	1039.14	184.381	27.4158
lcl|NC_035780.1_cds_XP_022290816.1_31	1056	952.142	600.668	97.475
lcl|NC_035780.1_cds_XP_022290824.1_32	1056	952.142	278.951	45.2675
lcl|NC_035780.1_cds_XP_022315191.1_33	1092	988.142	264	41.2805
