name,average_control,average_exposed
gene-ATP6,1.261582175,1.08665271666667
gene-COX1,0.94207345,0.878384833333333
gene-COX2,1.125866925,0.8943727
gene-COX3,0.932598375,0.856369366666667
gene-CYTB,1.108918,0.917495483333333
gene-LOC111099029,62.47969,66.2263333333333
gene-LOC111099030,0.1626148,0.358657728333333
gene-LOC111099031,0.4305183625,0.741992341666667
gene-LOC111099032,0.242123625,0.2047827
gene-LOC111099033,0.231297825,0.327447666666667
gene-LOC111099034,71.9994825,71.27997
gene-LOC111099035,43.6257025,51.8336516666667
gene-LOC111099036,67.6470575,71.038845
gene-LOC111099037,0.2709310125,0.244555605
gene-LOC111099038,0.2027257525,0.256794693333333
gene-LOC111099039,0.92680525,1.18874481666667
gene-LOC111099040,3.13249425,2.951851
gene-LOC111099041,15.662683675,13.2554620833333
gene-LOC111099042,0.352771075,0.239996533333333
gene-LOC111099043,0.851223575,0.96728775
gene-LOC111099044,0.153167746666667,0.063670638
gene-LOC111099045,70.788055,76.185395
gene-LOC111099046,1.11999535,3.6699382
gene-LOC111099047,76.9531875,78.9047083333333
gene-LOC111099048,0.376458325,0.260066916666667
gene-LOC111099049,0.197500925,0.720686566666667
gene-LOC111099050,65.4547075,68.0760616666667
gene-LOC111099051,36.46503,34.1810883333333
gene-LOC111099052,0,24.6031746666667
gene-LOC111099053,67.7380925,67.0174216666667
gene-LOC111099054,0.27810915,0.188921016666667
gene-LOC111099055,0.2861677125,0.373129835
gene-LOC111099056,69.6767725,72.2740583333333
gene-LOC111099057,2.239285725,1.68324873333333
gene-LOC111099058,0.35805745,0.223454383333333
gene-LOC111099059,0.278786725,0.39516375
gene-LOC111099060,9.85862485,0.480068816666667
gene-LOC111099061,0.256563775,0.29638315
gene-LOC111099062,73.4032125,76.1501466666667
gene-LOC111099063,72.626505,72.9858083333333
gene-LOC111099064,8.04364175,12.5008286666667
gene-LOC111099065,14.961542,23.3245335
gene-LOC111099066,0.34637565,0.313195916666667
gene-LOC111099067,63.853285,61.1724933333333
gene-LOC111099068,0.293638725,0.30669135
gene-LOC111099069,0.4100207975,0.638026353333333
gene-LOC111099070,0.279749775,0.302813533333333
gene-LOC111099071,63.057645,72.5624583333333
gene-LOC111099072,0.39048715,0.450550783333333
gene-LOC111099073,81.2929525,71.659595
gene-LOC111099074,0.2012952725,0.26555902
gene-LOC111099075,0.1417574,0.26809335
gene-LOC111099076,0.964927225,2.10973308333333
gene-LOC111099077,0.28843545,0.345055516666667
gene-LOC111099078,0.377589325,0.436469116666667
gene-LOC111099079,69.211315,67.1432683333333
gene-LOC111099080,0.3868511,0.51901895
gene-LOC111099081,66.2220525,63.289455
gene-LOC111099082,22.30236125,25.497088
gene-LOC111099083,0.73665185,3.5918087
gene-LOC111099084,0.891939425,0.8408268
gene-LOC111099085,0.141441525,0.932471275
gene-LOC111099086,0.5013369,0
gene-LOC111099087,1.584542425,1.16870871666667
gene-LOC111099088,0.28180855,0.201969116666667
gene-LOC111099089,0.1056034875,0.330999553333333
gene-LOC111099090,0.5335383,0.933244716666667
gene-LOC111099091,0.360944635,0.547227351666667
gene-LOC111099092,28.34764725,33.1363233333333
gene-LOC111099093,61.25746,64.7707233333333
gene-LOC111099094,0.2316138,0.129755333333333
gene-LOC111099095,78.9507425,75.74334
gene-LOC111099096,0.5436134,1.21008175
gene-LOC111099097,42.2476575,48.9980766666667
gene-LOC111099098,1.2945252,2.8351561
gene-LOC111099099,0.25519845,0.1913489
gene-LOC111099101,73.021975,73.6061983333333
gene-LOC111099102,76.5904325,75.4981466666667
gene-LOC111099103,0.79521725,0.704943083333333
gene-LOC111099104,70.7536125,71.957295
gene-LOC111099105,42.16024,52.2684616666667
gene-LOC111099106,0.2424207,0.27159305
gene-LOC111099107,0.272188305,0.2315307
gene-LOC111099108,9.22021175,11.1671141666667
gene-LOC111099109,68.7361325,68.61075
gene-LOC111099110,0.41293025,0.325394033333333
gene-LOC111099111,0.2683643025,0.236899365
gene-LOC111099112,69.614835,69.17943
gene-LOC111099113,60.014967275,78.3226227666667
gene-LOC111099114,1.10042955,0.50621215
gene-LOC111099115,64.0124575,64.6127483333333
gene-LOC111099116,0.2851931375,0.389308143333333
gene-LOC111099117,2.636622425,0.225684866666667
gene-LOC111099118,0.256694725,0.248744216666667
gene-LOC111099119,0.08810395,0.178246901666667
gene-LOC111099120,0.30130145,0.29645655
gene-LOC111099121,0.3391623425,0.443824313333333
gene-LOC111099122,89.0170025,88.3742366666667
gene-LOC111099123,52.85001,47.3692033333333
gene-LOC111099124,0.31120716,0.127419375
gene-LOC111099125,48.508595,55.6160216666667
gene-LOC111099126,10.142584,9.58255033333333
gene-LOC111099127,0.57877835,0.485220316666667
gene-LOC111099128,1.399664555,0.30791655
gene-LOC111099129,0.314839375,0.409061933333333
gene-LOC111099130,0.33596666,0.239107183333333
gene-LOC111099131,1.249041775,1.54067796666667
gene-LOC111099132,21.4773037,18.8370440666667
gene-LOC111099133,1.383958575,2.2206567
gene-LOC111099134,1.463103775,3.75820253333333
gene-LOC111099135,1.17585605,1.92376195
gene-LOC111099136,29.929509,32.1445165
gene-LOC111099137,10.186613975,1.07011693333333
gene-LOC111099138,2.646515825,0.961464516666667
gene-LOC111099139,0.579108375,0.265555366666667
gene-LOC111099140,56.06711,66.2594183333333
gene-LOC111099141,0.231978425,0.238614933333333
gene-LOC111099142,0.2914299425,0.335939163333333
gene-LOC111099143,29.64876,33.573555
gene-LOC111099144,0.08873457,0.14492028
gene-LOC111099145,4.102871725,6.70228295
gene-LOC111099146,4.046613985,8.75129609
gene-LOC111099147,75.86323,71.547045
gene-LOC111099148,0.4309211125,0.327086353333333
gene-LOC111099149,0.1066849875,0.30625136
gene-LOC111099150,5.0546225,6.6610984
gene-LOC111099151,0.554542175,0.549731716666667
gene-LOC111099152,66.69135,62.1479383333333
gene-LOC111099153,57.143335,54.509245
gene-LOC111099154,0.164052135,0.19605183
gene-LOC111099155,0.309704225,0.342344066666667
gene-LOC111099156,56.471675,55.9404883333333
gene-LOC111099157,76.6054575,73.711655
gene-LOC111099158,0.24032281,0.239890971666667
gene-LOC111099159,0.578232275,0.715868166666667
gene-LOC111099160,0.1351881,0.213681016666667
gene-LOC111099161,52.822795,46.9319633333333
gene-LOC111099162,36.25016,38.3080766666667
gene-LOC111099163,0.257232815,0.268161086666667
gene-LOC111099164,0,0
gene-LOC111099165,0.512047825,1.5344327
gene-LOC111099166,1.3339203,1.08796558333333
gene-LOC111099167,0.4604179,0.425968483333333
gene-LOC111099168,61.12518,63.2366133333333
gene-LOC111099169,66.72915,67.5591933333333
gene-LOC111099170,0.33977298,0.25032983
gene-LOC111099171,0.232061825,0.25775325
gene-LOC111099172,1.147335275,1.200017
gene-LOC111099173,0.3154062,0.42850975
gene-LOC111099174,50.9737375,61.2550483333333
gene-LOC111099175,46.0934275,44.9888583333333
gene-LOC111099176,0.348047975,0.273716366666667
gene-LOC111099177,1.289504425,1.29143293333333
gene-LOC111099178,0.520452125,0.643956866666667
gene-LOC111099179,2.2542139,1.32453571666667
gene-LOC111099180,71.5252125,76.5007
gene-LOC111099181,11.314578,11.9013615
gene-LOC111099182,1.36148325,1.5968435
gene-LOC111099183,40.9032,42.56742
gene-LOC111099184,0.3030619,0.388821666666667
gene-LOC111099185,2.042276,1.82744273333333
gene-LOC111099186,0.28300855,0.245240366666667
gene-LOC111099187,0.36496151,0.42471751
gene-LOC111099188,0.9206758,0.821674616666667
gene-LOC111099189,7.34551,2.38897946666667
gene-LOC111099190,0.3056223625,0.186124533333333
gene-LOC111099191,0.406421375,0.244262333333333
gene-LOC111099192,69.632375,73.3277033333333
gene-LOC111099193,0.255167775,0.244116433333333
gene-LOC111099194,0.2873778,0.346953483333333
gene-LOC111099195,0.335224,0.3721355
gene-LOC111099196,60.38717,58.8873966666667
gene-LOC111099197,65.7657025,59.63397
gene-LOC111099198,0.2731834,0.2396039
gene-LOC111099199,0.411031045,0.20631166
gene-LOC111099200,51.9670275,58.0652633333333
gene-LOC111099201,5.916723475,9.44160026666667
gene-LOC111099202,8.1803234925,20.7185820566667
gene-LOC111099203,71.41581,65.7600366666667
gene-LOC111099204,0.122579966666667,0.077342838
gene-LOC111099205,0.33911195,0.672697966666667
gene-LOC111099206,13.35467525,19.6059831666667
gene-LOC111099207,0.320544625,0.427805383333333
gene-LOC111099208,0.27818569,0.234143188333333
gene-LOC111099209,85.741855,85.6057116666667
gene-LOC111099210,73.425325,74.3584166666667
gene-LOC111099211,58.933835,54.540775
gene-LOC111099212,69.116665,73.4166283333333
gene-LOC111099213,0.2228504,0.2680879
gene-LOC111099214,22.657538775,53.9216811
gene-LOC111099215,10.541392,19.998612
gene-LOC111099216,72.396015,69.734165
gene-LOC111099217,0.6275024,0.6763512
gene-LOC111099218,84.1118525,85.1183066666667
gene-LOC111099219,64.0307675,66.21426
gene-LOC111099220,59.008875,65.1207516666667
gene-LOC111099221,21.6467175,25.4466816666667
gene-LOC111099222,80.14012,79.6375733333333
gene-LOC111099223,0.192537533333333,0.343573525
gene-LOC111099224,0.2121593725,0.18828169
gene-LOC111099225,0.1931397825,0.231618641666667
gene-LOC111099226,39.14828075,34.7143448333333
gene-LOC111099227,16.34200525,14.9314415
gene-LOC111099228,0.475596775,0.496298116666667
gene-LOC111099229,0.58373163,0.30576948
gene-LOC111099230,0.52921115,0.53968625
gene-LOC111099246,0.326363525,0.540532883333333
gene-LOC111099262,9.2545495,7.893737
gene-LOC111099278,50.6157025,49.4792183333333
gene-LOC111099289,0.372382805,0.170784791666667
gene-LOC111099300,75.281875,80.3035983333333
gene-LOC111099316,21.50434525,36.768234
gene-LOC111099327,70.260635,75.2033466666667
gene-LOC111099343,53.2817125,52.228445
gene-LOC111099359,59.4946425,68.4876266666667
gene-LOC111099375,54.8878375,52.003935
gene-LOC111099408,64.71083125,43.7051503333333
gene-LOC111099409,4.985721425,7.3291957
gene-LOC111099410,0.884408775,1.11019691666667
gene-LOC111099411,1.8222239925,7.14853642333333
gene-LOC111099412,3.02829883333333,0.46680685
gene-LOC111099413,8.30831525,11.6183755
gene-LOC111099414,0.34541222,0.222416493333333
gene-LOC111099415,0.34217955,0.155524616666667
gene-LOC111099416,1.828449,5.25817266666667
gene-LOC111099417,24.233136,45.9518595
gene-LOC111099418,0.210794695,0.270994531666667
gene-LOC111099419,0.251008225,0.263460333333333
gene-LOC111099420,4.750006425,3.21138621666667
gene-LOC111099421,10.0881018325,14.791067166
gene-LOC111099422,10.20302525,10.9607156666667
gene-LOC111099423,0.11328725,0.108295611666667
gene-LOC111099424,85.3467475,90.299045
gene-LOC111099425,0,1.72541746666667
gene-LOC111099426,69.444365,71.0779166666667
gene-LOC111099427,54.07679,61.870515
gene-LOC111099428,0.55704225,3.26719668333333
gene-LOC111099429,10.49378275,11.879471
gene-LOC111099430,0.15898501,0.321898178333333
gene-LOC111099431,NA,0.694444415
gene-LOC111099432,0.124630505,0.287170261666667
gene-LOC111099433,0.0906909,0.0427350333333333
gene-LOC111099434,7.5090118975,22.34699975
gene-LOC111099435,100,97.61905
gene-LOC111099436,0.16142234,0.261175325
gene-LOC111099437,46.7635835,14.7078281666667
gene-LOC111099438,8.91613875,11.852492
gene-LOC111099439,3.6392374,3.67637441666667
gene-LOC111099440,87.50705,88.7045083333333
gene-LOC111099441,NA,0.221796675
gene-LOC111099442,42.4802975,48.8871016666667
gene-LOC111099443,4.982672,4.61127866666667
gene-LOC111099444,2.3076923,0.536523833333333
gene-LOC111099445,0.864280525,1.89935205
gene-LOC111099446,55.4356925,57.2088233333333
gene-LOC111099447,0.274387625,0.287263408333333
gene-LOC111099448,0.30545289,0.368945036666667
gene-LOC111099449,0.287315435,0.536668703333333
gene-LOC111099450,1.2356451,3.99263171666667
gene-LOC111099451,4.6789171,2.66796398333333
gene-LOC111099452,0.249370085,0.732683091666667
gene-LOC111099453,0.21259592,0.194813688333333
gene-LOC111099454,70.4225475,69.764775
gene-LOC111099455,0.236116735,0.363437891666667
gene-LOC111099456,NA,0
gene-LOC111099457,25.0497925,41.4521733333333
gene-LOC111099458,67.04227,68.15299
gene-LOC111099459,66.8346025,70.5979783333333
gene-LOC111099460,60.474535,64.4740016666667
gene-LOC111099461,48.899665,48.1937516666667
gene-LOC111099462,0.521096985,0.322405723333333
gene-LOC111099463,3.36839425,3.33623516666667
gene-LOC111099464,0.266963975,0.417249033333333
gene-LOC111099465,18.6823587,16.51268882
gene-LOC111099466,3.244855675,4.52425323333333
gene-LOC111099467,5.46512045,4.97344928333333
gene-LOC111099468,1.446778375,1.48138316666667
gene-LOC111099469,0.244776975,0.26293945
gene-LOC111099470,30.555555,NA
gene-LOC111099471,61.439045,62.6378683333333
gene-LOC111099472,6.457002925,1.727495325
gene-LOC111099473,0.3469450025,0.161404936666667
gene-LOC111099474,19.13548075,39.283558
gene-LOC111099475,3.385973275,1.94107813333333
gene-LOC111099476,0.302585975,0.259961583333333
gene-LOC111099477,0.552757725,0.6485597
gene-LOC111099478,58.526875,56.569515
gene-LOC111099479,61.3350875,60.4408833333333
gene-LOC111099480,11.552825425,6.0616965
gene-LOC111099481,69.44639,71.1416016666667
gene-LOC111099482,5.40462955,3.0601077
gene-LOC111099483,79.396915,79.145075
gene-LOC111099484,67.1634725,72.0091683333333
gene-LOC111099485,0.784338425,0.181670716666667
gene-LOC111099486,8.539326,9.02164016666667
gene-LOC111099487,0.085034,5.1947244
gene-LOC111099488,2.948536375,3.12165883333333
gene-LOC111099489,0.318525025,0.2178156
gene-LOC111099490,0.414709375,0.529068316666667
gene-LOC111099491,0,0.342542363333333
gene-LOC111099492,4.858086,4.74419541666667
gene-LOC111099493,0.2576634325,1.47852070666667
gene-LOC111099494,0.3474422875,0.261769756666667
gene-LOC111099495,0.82087805,0.5358256
gene-LOC111099496,58.37231,58.12607
gene-LOC111099497,2.11941382,0.192746328333333
gene-LOC111099498,0.3738205,0.357508195
gene-LOC111099499,0.24612,2.001028625
gene-LOC111099500,2.6728355,4.332976
gene-LOC111099501,4.368769675,2.58343373333333
gene-LOC111099502,56.5790375,50.43811
gene-LOC111099503,0.2369218525,0.339916318333333
gene-LOC111099504,0.11626542,0.308235823333333
gene-LOC111099505,7.9544735475,6.91318470666667
gene-LOC111099506,0.245597325,0.264350316666667
gene-LOC111099507,0.596707866666667,0.19716822
gene-LOC111099508,14.62126525,24.6345081666667
gene-LOC111099509,2.09571065,6.91345468333333
gene-LOC111099510,0.62233635,2.00903541666667
gene-LOC111099511,44.4781325,53.86097
gene-LOC111099512,5.5139072825,5.36354512666667
gene-LOC111099513,0.247865975,0.32001298
gene-LOC111099514,0.2043845,0.198264433333333
gene-LOC111099515,11.683022325,6.19811993333333
gene-LOC111099516,2.23850405,0.2694018
